N° Projet;Montant Loyer;Durée;;Montant Financé
63910;142,83;22;5,4036854278;2643,2
44438;423;48;7,284;5807,2488
46162;519;16;7,399;7014,4614
46172;305;16;7,59;4018,4453
46164;450;21;6,028;7465,1626
46165;NULL;NULL;NULL;NULL
46173;NULL;NULL;NULL;NULL
46238;345;21;5,736;6014,65
46175;65,17;46;2,643;2465,7586
46060;429,57;21;5,68;7562,8521
46179;1212;21;5,789;20936,2584
46183;234;21;6,057;3863,2987
40242;475;60;5,892;8061,7787
46119;195;21;5,789;3368,4574
46187;35;63;2,006;1744,7657
45444;833,53;21;5,783;14413,4532
46192;NULL;NULL;NULL;NULL
46193;NULL;NULL;NULL;NULL
46194;174;21;6,435;2703,9627
44684;300;21;5,641;5318,206
44004;1680;3;9,208;18245,0043
43273;89,1;8;14,928;596,865
46202;243;21;6,028;4031,1878
46204;203,7;21;5,733322562;3552,91
46205;297;21;5,718;5194,1238
46207;300;21;5,769;5200,208
41622;306;20;5,951;5141,9929
46218;NULL;NULL;NULL;NULL
46043;NULL;NULL;NULL;NULL
46243;134;20;6,67;2008,9955
46249;208,82;16;6,796;3072,6898
46283;NULL;NULL;NULL;NULL
45783;1532;63;1,878;81576,1448
44434;NULL;NULL;NULL;NULL
46287;129;21;6,435;2004,662
46285;2273,86;21;5,546;41000
46289;484;21;5,68;8521,1268
46290;NULL;NULL;NULL;NULL
46293;NULL;NULL;NULL;NULL
46295;227,94;12;6;2422,61
46302;545;21;5,832;9344,9931
46304;454,32;8;13,744;3305,5879
46314;1050;20;5,778;18172,378
46033;267;60;6,292;4243
46318;363,45;20;4;6359,27
46098;NULL;20;5,79;0
49876;1497;21;5,654;26476,8306
46105;NULL;NULL;NULL;NULL
46127;339;5;5,736;5910,04
46133;NULL;NULL;NULL;NULL
41475;1653;21;5,908;27979,0115
45842;317,76;21;5,781;5496,6269
45483;NULL;NULL;NULL;NULL
46071;NULL;NULL;NULL;NULL
45998;NULL;NULL;NULL;NULL
46214;330;21;5,778;5711,3188
46040;292,8;21;6,606;4432,3342
46269;262,97;12;9,559;2751,02
46278;724,8;21;5,546;13068,8785
46284;NULL;NULL;NULL;NULL
46299;NULL;NULL;NULL;NULL
46320;151,6;21;NULL;2508,93
46324;NULL;NULL;NULL;NULL
44748;1600;21;5,55;28828,8288
46322;NULL;NULL;NULL;NULL
46330;2199;21;5,71;38511,3835
46215;423;21;NULL;7321,96
46331;825;21;5,895;13994,9109
45745;855;39;8,5;10058,8235
46335;107;9;13,598;786,8804
46338;120;21;6,418;1869,7414
45648;NULL;NULL;NULL;NULL
46341;NULL;NULL;NULL;NULL
46343;1497;21;5,65380153;26477,76
46344;200;21;6,137;3258,9213
46345;NULL;NULL;NULL;NULL
46346;150;21;6,057008564;2476,47
46354;NULL;NULL;NULL;NULL
46355;196,24;21;6,137;3197,6536
46356;NULL;NULL;NULL;NULL
43126;NULL;NULL;NULL;NULL
46357;723;16;7,47;9674,83
46359;575;21;5,758;9986,1063
46364;NULL;NULL;NULL;NULL
46366;NULL;NULL;NULL;NULL
44642;NULL;NULL;NULL;NULL
42148;NULL;NULL;NULL;NULL
45332;285;63;6,095;4675,9639
41134;NULL;NULL;NULL;NULL
44523;NULL;NULL;NULL;NULL
46379;801;21;5,711;14025,5647
46381;498;21;5,68;8767,6056
46384;159;21;6,095;2608,6957
45827;317,31;21;5,736;5531,9038
44452;210;21;6,096;3445,16
46393;NULL;NULL;NULL;NULL
46399;NULL;NULL;NULL;NULL
46380;281;21;5,778;4863,2745
40560;NULL;NULL;NULL;NULL
46406;3919,78;12;8,855;44266,2902
46414;NULL;NULL;NULL;NULL
46415;NULL;NULL;NULL;NULL
42491;213;63;6,095;3494,6678
46374;NULL;NULL;NULL;NULL
46425;NULL;21;NULL;NULL
46427;NULL;NULL;NULL;NULL
46429;1035;21;5,591;18511,8941
46430;566;21;5,717;9900,2974
46432;697;21;5,717;12191,7089
46433;NULL;NULL;NULL;NULL
42284;235;60;1,92;12239,5833
46440;3930;NULL;5,5546;70752,1694
37903;146;16;7,59;1923,5837
46443;435;3;9,695;4486,8489
46444;3072;21;5,613;54730,09
46447;465,85;21;5,755;8094,7
46450;121,58;21;6,559;1853,6362
46456;109;21;6,162;1768,9062
46457;NULL;NULL;NULL;NULL
46458;1245,75;20;4;21796,85
46259;636;51;6,88;9244,186
46462;347,5;63;1,882;18464,3996
46463;140;21;6,7;2089,5522
46465;432;21;5,6;7714,2857
46466;1712;21;5,698;30045,63
46298;552;12;9,379;5885,4889
46469;134,75;20;6,708;2008,7955
45130;918;12;9,20854;9969
46336;196,5;21;5,778;3400,8307
46361;NULL;NULL;NULL;NULL
46360;NULL;NULL;NULL;NULL
46362;NULL;NULL;NULL;NULL
46253;403,75;21;6,102;6616,6831
46488;174,54;21;4;3191,23
45470;NULL;NULL;NULL;NULL
45150;1261,2;21;5,615;22461,2645
46375;NULL;NULL;NULL;NULL
46383;274;21;6,093;4496,9637
46385;1264;20;5,972;21165,4387
46327;559;21;5,615;9955,4764
46418;635;21;5,613;11313,0233
45415;293;20;6,459;4536,3059
46400;616,98;12;9,283;6646,3428
46270;91,5;22;4;1744,24
46424;NULL;NULL;NULL;NULL
46582;NULL;NULL;NULL;NULL
46188;109;20;6,333;1721,1432
46342;108;21;6,39;1690
53776;1200;21;5,642;21269,0535
46446;NULL;NULL;NULL;NULL
46448;639;21;5,895;10839,6947
46449;NULL;NULL;NULL;NULL
46452;1026,5;22;5,2458455526;19567,83
46478;3690;21;5,573;66212,094
46475;58;5;NULL;2734
50979;459;8;14,325;3204,1885
46313;239,4;12;9,559;2504,4461
46223;NULL;NULL;NULL;NULL
42604;NULL;NULL;NULL;NULL
46493;235,16;21;6,187;3800,8728
46499;NULL;NULL;NULL;NULL
46502;303;12;9,925;3052,8967
46485;40;63;2,149;1861,3309
45616;77;63;1,939;3971,1191
46510;13,89;45;NULL;496,08
46184;716;21;5,68;12605,6338
41205;279;21;5,694;4899,8946
46516;329,52;21;6,06;5437,6238
46528;146;16;7,59;1923,5837
46530;450,78;63;5,717;7884,9047
46534;NULL;NULL;NULL;NULL
46533;480;21;5,68;8450,7042
45542;527;21;5,68;9278,169
46536;192;21;6,16;3116,8831
46538;300;21;5,848;5129,959
46547;67,38;21;6,097;1105,1337
46550;NULL;NULL;NULL;NULL
46387;5832,65;63;5,568;104753,0532
46554;NULL;NULL;NULL;NULL
46562;237;21;6,086;3894,1834
39288;4500;21;5,654;79589,671
46567;NULL;NULL;NULL;NULL
46569;81,85;21;6,093;1343,3448
46570;NULL;NULL;NULL;NULL
46572;128,84;21;6,43;2003,7325
46312;1560;21;5,9;26346,9
46575;130;21;6,456;2013,6307
46577;NULL;NULL;NULL;NULL
46580;225;21;5,778;3894,081
46618;NULL;NULL;NULL;NULL
46551;NULL;NULL;NULL;NULL
46636;390;21;5,718;6820,5666
46647;108,65;20;5,545;1959,42
46648;399;5;NULL;6959
46649;393;16;7,399;5311,5286
46652;180,84;63;6,259;2889,2794
46654;150;20;6,67;2248,8756
46655;NULL;NULL;NULL;NULL
45469;1275;21;5,615;22707,0347
46376;189;21;6,439;2935,2384
45502;NULL;NULL;NULL;NULL
46401;NULL;NULL;NULL;NULL
45960;355;21;6,16199;5761,1259
46422;NULL;NULL;NULL;NULL
46459;260;12;6,137;4236,5977
46473;3429;18;6,445;53204,0341
46500;NULL;NULL;NULL;NULL
46363;594,5;20;6,264;9490,7407
46390;1357;20;5,778;23485,6352
45923;298,65;12;9,798;3048,071
46472;165;20;6,292;2622,3776
46555;290;21;5,888;4925,2717
46663;734,16;21;5,717;12841,7
39473;998;16;7,15;13958,042
46666;87;20;6,911;1258,8627
46348;NULL;NULL;NULL;NULL
45705;2137;21;5,789;36914,8385
46673;1026;63;5,546;18499,8197
46674;1251;20;5,72;21870,6294
46679;NULL;NULL;NULL;NULL
46272;5635,88;4;7,251;77725,5551
46681;NULL;NULL;NULL;NULL
46690;NULL;NULL;NULL;NULL
46011;596,6;20;5,996;9949,9666
45816;461,5;21;5,951;7754,9992
46699;3638,5;20;5,8;62732,7586
46709;250;21;6,057;4127,4558
46731;NULL;NULL;NULL;NULL
46715;126;63;6,36;1981,1321
46460;126;21;6,387;1972,7572
46724;567;21;5,727;9900,4715
46725;142,5;21;6,471;2202,1326
46268;364,58;20;5,829;6250
46728;619;21;5,68;10897,8873
46732;NULL;NULL;NULL;NULL
46737;165,445;5;6,644;2612,92
46669;NULL;NULL;NULL;NULL
46237;540;21;5,607;9630,8186
46746;NULL;NULL;NULL;NULL
40907;169;21;NULL;2718,36
46750;150;21;6,093;2461,8415
46751;NULL;NULL;NULL;NULL
46753;379,5;4;6,976;5440,0803
46764;477;21;5,68;8397,8873
46765;126,84;22;NULL;NULL
46213;1720;21;5,615;30635,09
45076;NULL;NULL;NULL;NULL
46776;337;20;6,069;5552,8094
46780;NULL;NULL;NULL;NULL
46782;102;21;6,37;1601,2559
46784;NULL;NULL;NULL;NULL
45753;219;20;6,39;3426,69
46790;149;16;NULL;1883,6
46793;2413,81;5;5,834;41374,8714
46521;1850;14;8;23125
46800;NULL;NULL;NULL;NULL
46804;2964;8;13,857;21389,9112
46781;NULL;NULL;NULL;NULL
46806;100;21;6,028;1658,925
46807;NULL;NULL;NULL;NULL
36270;620;36;8;7750
46662;NULL;NULL;NULL;NULL
46815;NULL;NULL;NULL;NULL
46639;693;17;6,847;10121,221
46819;NULL;NULL;NULL;NULL
46821;699;21;6,028;11595,8859
46822;258;13;9,048;2851,4589
46831;2337;21;5,609875336;41658,6797
46832;NULL;NULL;NULL;NULL
46837;202,5;21;6,149;3293,2184
46842;NULL;NULL;NULL;NULL
45651;353;48;2,469;14297,2864
44997;145;63;1,903;7619,5481
42974;1453,75;21;5,615;25890,99
46315;2087;21;5,615;37168,2992
46520;325,5;21;5,921;5497,3822
46523;680;21;5,717;11894,3502
46506;216;21;5,778;3738,3178
40636;460;12;9,379;4904,574
46863;150;21;6,028;2488,3875
46872;NULL;NULL;NULL;NULL
48173;330;12;9,778;3374,9233
46887;NULL;NULL;NULL;0
46891;858;21;5,546;15470,6094
46788;639,16;21;5,9;10833,2203
46980;78;21;6,09;1280,7882
46873;156,6;20;5,65;2771,6814
46896;NULL;NULL;NULL;NULL
46898;380;21;5,717;6646,8427
46899;785;21;6,03;13018,2421
46900;NULL;NULL;NULL;NULL
46656;1066;21;5,633;19000
46903;NULL;NULL;NULL;NULL
46905;163,5;63;1,882;8687,5664
46906;1017;12;9,254;10989,8422
46890;NULL;NULL;NULL;NULL
47455;496,8;21;5,758;8628,65
46928;1870,17;21;5,58;33515,5914
46930;585;60;5,957;9819,64
46913;280;21;6,137;4562,58
54368;NULL;NULL;NULL;NULL
46938;2098,11;20;5,83;35988,1647
48320;526;21;5,73;9178,96
46943;NULL;NULL;NULL;NULL
46944;59,15;21;6,43;919,9067
46947;2950;16;7,271;40572,1359
46948;91,83;21;6,43;1428,1493
46949;553,17;63;5,758;9606,9816
47004;126;20;6,626;1901,5998
46961;4839;21;5,5;87981,8182
55243;105;63;6,433;1632,2089
46389;393;20;5,951;6603,9321
46978;150;63;6,024;2490,0398
46983;NULL;NULL;NULL;NULL
48800;NULL;NULL;NULL;NULL
46984;NULL;NULL;NULL;NULL
46985;NULL;NULL;NULL;NULL
45188;NULL;NULL;NULL;NULL
46991;772;21;5,895;13095,8439
46996;NULL;NULL;NULL;NULL
47002;NULL;NULL;NULL;NULL
46438;NULL;NULL;NULL;NULL
47017;1116,18;21;5,76;19378,125
46091;NULL;NULL;NULL;NULL
47024;NULL;NULL;NULL;NULL
47045;375;21;5,736;6537,6569
47051;255;21;6,057;4210,005
47050;NULL;NULL;NULL;NULL
47053;NULL;NULL;NULL;NULL
45853;1133;4;7,58;14947,23
47056;NULL;NULL;NULL;NULL
45921;NULL;NULL;NULL;NULL
47057;109;NULL;2,459;4432,6962
47059;87;21;6,36;1367,9245
46057;255;21;6,057;4210,005
47065;409,08;21;5,736;7131,7992
47118;1600;20;5,9;27118,6441
47066;360;21;5,776;6232,687
47077;542,7;63;5,758;9425,8
47080;195;21;6,162;3164,557
47083;294;21;NULL;5185,19
46934;NULL;NULL;NULL;NULL
47087;638;12;9,432;6763,81
43605;610,35;21;5,821;10485,3118
46497;190,7;21;6,093;3129,8211
46507;783,54;16;7,332;10686,5794
44577;1009,5;21;5,951;16963,5355
46526;177;63;6,38;2774,2947
44110;NULL;NULL;NULL;NULL
46552;549;21;5,68;9665,493
46565;NULL;NULL;NULL;NULL
46587;405;21;5,894;6872,99
45160;530;21;5,718;9269,22
46939;1424;20;6,145;23173,32
46613;NULL;NULL;NULL;NULL
46643;149;16;NULL;1833,6
45775;NULL;NULL;NULL;NULL
46539;90,45;21;6,097;1483,5165
46266;360;60;6,015;5985,0374
46092;246,6;21;6,162;4001,9474
46417;NULL;NULL;NULL;NULL
46682;NULL;NULL;NULL;NULL
45956;459,75;63;5,676;8099,8943
46712;135;4;7,922;1704,12
44314;NULL;NULL;NULL;NULL
46749;180;63;6,095;2953,2404
46752;1248;12;9,39;13290,7348
46770;2648;20;7,138;35013,33
46616;444;21;5,615;7907,3909
46792;NULL;NULL;NULL;NULL
46808;NULL;NULL;NULL;NULL
46277;186;21;6,028;3085,6005
46803;77;21;6,105;1261,2613
46834;1123,05;63;5,613;20008,0171
46836;1094,47;63;5,546;19734,4032
46861;5997,45;3;NULL;17992,35
46294;779,46;21;5,68;13722,8873
44441;250;21;5,68;4401,4085
46889;4032,75;20;6,03;66878,1095
46895;174;12;9,358;1859,3717
46933;NULL;NULL;NULL;NULL
47333;NULL;NULL;NULL;NULL
46962;960;21;5,604;17130,621
43087;NULL;NULL;NULL;NULL
46038;NULL;NULL;NULL;NULL
46573;372,93;5;6,016;6198,9694
46990;250;17;9,048;2763,0416
47005;NULL;NULL;NULL;NULL
47018;252;12;9,359;2692,5
47030;104,5;21;6,456;1618,6493
55639;NULL;NULL;NULL;NULL
67799;129,16;16;7,5;1722,1333
44238;549;12;9,601;5718,45
47088;NULL;NULL;NULL;NULL
47139;757,05;22;6;13736,01
47148;820,35;13;8,69;9440,1611
47153;79,02;16;6,796;1162,7428
47157;NULL;NULL;NULL;NULL
47158;NULL;NULL;NULL;NULL
45490;1184,12;21;5,654;20943,0492
47160;NULL;NULL;NULL;NULL
47161;303;20;6,458;4691,8551
47166;162,5;21;6,162;2637,31
47218;100;48;2,518;3971,4059
47171;639,5;21;5,758;11106,2869
47172;NULL;NULL;NULL;NULL
47174;507;17;6,963;7281,3442
47181;78,95;21;6,47;1220,2473
47185;111;21;6,095;1821,1649
47192;719;21;5,68;12658,4507
47197;346,59;22;5,2458455526;6606,94
47175;NULL;NULL;NULL;NULL
46774;359,52;21;5,736;6267,7824
47203;108,6;22;4;2070,21
47207;644;21;5,895;10924,5123
50063;360;63;5,817;6188,7571
50074;NULL;NULL;NULL;NULL
49907;NULL;NULL;NULL;NULL
50108;NULL;36;NULL;14453
50122;357;3;8,521;4189,6491
50118;NULL;NULL;NULL;NULL
54156;105,95;21;5,6289992487;1882,22
50126;NULL;NULL;NULL;NULL
68334;205;21;6,26;3274,7604
50044;NULL;NULL;NULL;NULL
50133;1280;20;5,96;21478,27
49948;NULL;NULL;NULL;NULL
50085;2506,14;21;5,618;44609,1136
50141;518,25;21;5,67;9140,2116
50161;366;21;5,641;6488,2113
47450;NULL;NULL;NULL;NULL
50174;NULL;NULL;NULL;NULL
50176;NULL;NULL;NULL;NULL
50180;NULL;NULL;NULL;NULL
49868;282;21;6,16;4576,44
50191;630;21;6;10500
50193;NULL;NULL;NULL;NULL
50196;NULL;NULL;NULL;NULL
50198;NULL;NULL;NULL;NULL
49386;204;60;6,58;3100,304
50205;NULL;NULL;NULL;NULL
50204;NULL;NULL;NULL;NULL
50213;NULL;NULL;NULL;NULL
49704;1075;21;5,59;19230,7692
49714;183;21;6,1;3000
50237;1075;21;5,59;19230,7692
50238;48;21;6,71;715,3502
50240;318;13;9,02;3525,4989
49827;NULL;NULL;NULL;NULL
49548;NULL;NULL;NULL;NULL
49787;NULL;NULL;NULL;NULL
50262;NULL;NULL;NULL;NULL
50255;1265;21;5,55;22792,7928
50256;441,6;21;6;7360
50269;2985;20;5,85;51025,641
50271;212,94;21;5,6289660179;3782,93
50225;351;21;6,028;5822,8268
50119;69,41;5;6,636;1045,9614
50048;1452;20;6;24216,14
50145;4532;3;8,24;55000
50188;129;36;3,224;4001,2407
50010;NULL;NULL;NULL;NULL
50289;400,73;21;5,933;6753,75
49685;120;12;9,916;1210,1654
49935;252;20;6,294;4003,8132
50295;1072,5;21;5,654;18968,8716
50297;651,6;21;5,755;11322,3284
50280;630;21;5,755;10947,0026
50217;137;5;6,433;2129,644
50309;434,7;12;9,3545580499;4646,93
48125;867;20;5,979;14500,7526
50127;NULL;NULL;NULL;NULL
50310;NULL;NULL;NULL;NULL
50311;NULL;NULL;NULL;NULL
50139;327;21;5,817;5621,4544
50219;NULL;NULL;NULL;NULL
49479;258;21;6,162;4186,9523
50200;1471;21;5,613;26207,0194
50202;63,6;21;6,471;982,8465
50628;NULL;NULL;NULL;NULL
49791;NULL;NULL;NULL;NULL
50645;164,79;22;5,4036854278;3049,59
49670;NULL;NULL;NULL;NULL
49930;181,95;2;6,306;2885,3473
50504;NULL;NULL;NULL;NULL
50818;636;21;5,7;11157,8947
50823;636;21;5,7;11157,8947
50548;354,72;21;6;5912
50804;327;21;5,817;5621,5
50872;NULL;NULL;NULL;NULL
50876;479;21;5,895;8125,5301
50897;NULL;NULL;NULL;NULL
50351;1484,33;21;5,576;26619,9785
55213;184,35;12;9,5432159903;1931,74
51011;NULL;NULL;NULL;NULL
50981;574,8;22;5,5936729331;10275,9
51068;1185;21;5,613;21111,705
51071;50,7;37;NULL;1628,97
51075;153,45;12;9,5429927652;1607,99
50921;587,84;21;5,629;10442,97
51082;NULL;NULL;NULL;NULL
51085;NULL;NULL;NULL;NULL
49188;NULL;NULL;NULL;NULL
50665;160;21;6,095;2616,51
51096;NULL;NULL;NULL;NULL
51097;480;12;9,308;5156,8543
50895;1374,43;21;5,626;24429,968
51102;162;21;5,961;2717,6648
51073;155,04;22;5,4036854278;2869,15
51065;NULL;NULL;NULL;NULL
51109;116,1;22;5,4036854278;2148,53
51088;355;63;5,781;6140,8061
51045;114;60;6,294;1811,2488
51115;232,53;21;6,14;3787,1336
51023;150;21;6,433;2331,727
45686;NULL;NULL;NULL;NULL
51118;1020;21;5,642;18078,6955
51120;3280,34;2;NULL;6560,68
51126;NULL;NULL;NULL;NULL
51133;146,99;21;6,433;2284,937
51134;NULL;NULL;NULL;NULL
51104;NULL;NULL;NULL;NULL
51137;300;21;6,055;4954,583
51139;NULL;NULL;NULL;NULL
51140;NULL;NULL;NULL;NULL
50877;517;21;5,895;8770,1442
51151;614,67;20;5,778;10638,1101
51154;NULL;NULL;NULL;NULL
51156;258;21;6,31;4053,42
51166;90,54;21;5,6241689548;1609,84
50971;2522;12;8,875;28416,9014
51174;NULL;NULL;NULL;NULL
48651;325;21;5,87;5536,19
51181;780;21;5,758;13546,3703
51183;NULL;NULL;NULL;NULL
51190;NULL;NULL;NULL;NULL
51172;270;21;5,941;4544,6894
51197;2044;12;9,185;22253,6745
51205;342;21;6,03;5673,52
50954;987;5;5,642;17737,8
49687;NULL;NULL;NULL;NULL
39403;1654;21;5,546;29823,2961
39424;84;20;6,936;1211,0727
39233;490;20;5,99;8180,3005
39525;323,28;21;5,718;5653,7251
39554;2845,83;21;5,5;51742,3636
39564;960;21;5,789;16583,175
47091;NULL;NULL;NULL;NULL
47086;480;12;9,379;5117,8164
39574;264;16;7,557;3493,4498
39579;1746;21;5,5;31745,4545
39021;1175,6;10;11,147;10546,3353
38948;607;12;9,632;6301,9103
39602;449;20;6,126;7329,4156
39548;551,14;21;5,895;9349,2791
44053;NULL;NULL;NULL;NULL
39405;NULL;NULL;NULL;NULL
43599;382,36;36;9,559;4000
39553;372;21;5,736;6485,3556
39709;405;5;6,03;6716,4179
47007;195,24;21;5,895;3311,9593
37174;2437;20;6,022;40468,283
39483;180;20;6,265;2873,1045
43620;555;21;5,73;9685,8639
39765;202;21;6,093;3315,2798
39818;NULL;NULL;NULL;NULL
39795;426,208;60;6,08;7010
39833;369;20;5,892;6262,7291
39835;190;60;1,9;10000
43622;NULL;NULL;NULL;NULL
43623;261;21;5,711;4570,1278
38634;279;20;6,567;4248,5153
55720;NULL;NULL;NULL;NULL
43640;NULL;NULL;NULL;NULL
45155;1221;21;5,789;21091,7257
43642;417;21;5,736;7269,8745
43643;468;21;6,162;7594,9367
43645;NULL;NULL;NULL;NULL
45721;987;20;5,79;17046,17
42665;2026,31;21;5,789;35002,7639
50096;NULL;NULL;NULL;NULL
42892;NULL;NULL;NULL;NULL
43659;850;16;7,164;11864,88
43660;NULL;NULL;NULL;NULL
43434;330;5;6,391;5163,5112
44497;1109;21;5,546;19996,3938
43666;588;5;5,68;10352,11
43445;944;21;5,691358;16586,551
43672;NULL;NULL;NULL;NULL
43348;396;21;5,65;7008,8496
43717;430;21;5,652;7607,9264
44502;1897;21;9,123;20793,5986
43682;NULL;NULL;NULL;NULL
43694;NULL;NULL;NULL;NULL
43695;270;12;9,632;2803,1561
43498;150;20;NULL;2500
43698;510;21;5,895;8651,3995
43702;925;21;5,544;16684,7042
43636;156;20;6,265;2490,0239
42688;NULL;NULL;NULL;NULL
43718;150;21;6,5;2307,6923
43719;NULL;NULL;NULL;NULL
45157;NULL;NULL;NULL;NULL
43721;734,3;21;5,652;12991,8613
43433;2101,61;5;6,153;34155,8589
43724;1086;21;5,534;19624,1417
43725;240;21;6,027;3982,0806
43264;281,1;21;6,105;4604,4226
44886;516;21;6;8600
45544;213;63;6,057;3516,5924
39639;99;21;6,713;1474,7505
40855;119;21;6,028;1974,1208
39608;60;60;2,129;2818,2245
39691;1375;21;5,743;23942,1905
43733;105;21;6,25;1680
39399;NULL;NULL;NULL;NULL
39745;673,8;12;9,36768;7192,8162
39830;26,7;36;3,325;803,0075
39752;1229,31;63;5,546;22165,705
43738;NULL;NULL;NULL;NULL
43652;1026,33;5;5,549;18495,765
43753;NULL;NULL;NULL;NULL
43090;NULL;NULL;NULL;NULL
41711;90;21;6,387;1409,1123
43101;NULL;NULL;NULL;NULL
43361;141;5;NULL;2207
43362;2175;5;NULL;38539,23
43524;195;21;6,057;3219,4156
43785;357;21;5,941;6009,0894
43616;210;20;6,292;3337,5715
39272;NULL;21;NULL;52000
41196;86,01;2;NULL;172,02
43002;NULL;NULL;NULL;NULL
43374;1371,57;63;5,85;23445,641
43832;NULL;NULL;NULL;NULL
43761;196,41;21;5,711;3439,1525
43857;180;63;5,711;3151,8123
43860;165;20;6,73;2451,7088
43862;240;21;6,16;3896,1039
43866;1005;21;5,691;17659,4623
43150;237;63;6,074;3901,8769
43550;279;21;6,039;4619,9702
41780;565,5;16;7,191;7863,9967
43117;1086;5;5,762;18847,6224
29446;NULL;NULL;NULL;NULL
43879;13945;48;7,132;195527,2013
43880;114;NULL;6,432;1772,3881
43730;2620;63;5,464;47950,2196
46045;NULL;NULL;NULL;NULL
43934;NULL;NULL;NULL;NULL
44260;429;4;7,221;5941,0054
43218;390;NULL;7,922;4922,9992
41973;NULL;NULL;NULL;NULL
43965;119;12;9,75409;1220,001
40110;420;60;6,17236;6804,53
43975;177;21;6,028;2936,2973
43976;288;21;6,16;4675,3247
44727;651;20;5,68;11461,2676
43980;148,5;21;6,435;2307,6923
43988;231;21;6,028;3832,1168
41709;139,25;21;5,888;2364,9796
44013;345;21;5,652;6104,034
44015;315;21;5,763;5465,9032
44018;968;21;5,549;17444,5846
44021;338,01;21;5,711;5918,5782
45232;84;8;14,928;562,701
43577;NULL;NULL;NULL;NULL
44054;NULL;NULL;NULL;NULL
43526;432;60;5,951;7259,2842
44066;126,3;21;6;2105
44071;740,6;21;9,208;8043,0061
44084;486,96;21;5,652;8615,7113
45539;NULL;NULL;NULL;NULL
48992;NULL;NULL;NULL;NULL
43764;1050;21;6;17500
42573;NULL;NULL;NULL;NULL
43484;220,2;20;6,325;3481,4229
44115;1288;12;9,518;13532,2547
27633;NULL;NULL;NULL;NULL
39736;887,34;21;5,546;15999,6394
39738;NULL;NULL;NULL;NULL
39708;85;5;2,044;4210
47120;NULL;NULL;NULL;NULL
47483;129;20;6,623;1947,7578
44124;1900;21;5,588;34001,4316
44487;NULL;NULL;NULL;NULL
39796;504;20;5,679;8874,8019
39813;NULL;NULL;NULL;NULL
53407;NULL;NULL;NULL;NULL
39819;324;21;5,825;5562,2318
39831;165,3;21;5,711;2894,4143
39711;195;21;6,039;3229,0114
44126;NULL;NULL;NULL;NULL
44127;140;60;2;7000
44116;315;36;9,469;3326,6448
44131;117;21;6,2;1887,0968
44100;375;21;5,68;6602,1127
43689;510;63;5,789;8809,8117
44142;NULL;NULL;NULL;NULL
44264;380;20;5,95;6386,55
52106;70,5;22;5,5500000722;1270,22
44155;3468;13;8,4;41285,7143
42841;291;60;6;4850
44168;243;12;9,632;2522,8405
34236;401,46;12;9,63;4168,8474
44178;NULL;NULL;NULL;NULL
43772;168,5;21;6,5;2592,3077
44179;NULL;NULL;NULL;NULL
44165;294;21;5,711;5147,9601
44187;80,7;13;9,13;883,8992
44186;762,54;20;6,126;12447,6004
44083;477;21;5,64;8457,4468
44196;262,32;60;1,975;13282,0253
44197;255;20;6,325;4031,6206
43646;385;20;6,12;6290,8497
40431;NULL;NULL;NULL;NULL
44206;261;5;6,057;4309,0639
44212;NULL;NULL;NULL;NULL
44757;240;21;6,057;3962,3576
42524;789;21;5,757724582;13703,33
44226;NULL;NULL;NULL;NULL
44181;276;21;6,028;4578,633
44231;45;18;7,521;598,3247
45505;310;21;5,736;5404,463
44763;350;21;5,75;6086,9565
44819;NULL;NULL;NULL;NULL
45886;240;21;6,16;3896,1039
43943;750;21;6,028;12441,9376
44250;NULL;NULL;NULL;NULL
44251;3304,96;21;5,789;57090,3438
43977;1131;60;5,79;19533,6788
44169;3050;20;5,75;53043,4783
44189;820;21;5,9;13898,3051
44258;254;8;14,928;1701,5005
44271;2240;5;5,778;38767,7397
44263;NULL;NULL;NULL;NULL
44030;NULL;NULL;NULL;NULL
44268;327;63;5,71;5726,7951
44272;1371;63;5,85;23435,8974
44292;NULL;NULL;NULL;NULL
44293;NULL;NULL;NULL;NULL
43953;NULL;NULL;NULL;NULL
43804;354;60;5,95;5949,5798
43092;NULL;NULL;NULL;NULL
44320;1029;21;5,546;18553,9127
44321;NULL;NULL;NULL;NULL
44210;965;63;5,549;17390,5208
44265;168;21;6,028;2786,994
43888;NULL;NULL;NULL;NULL
44335;252;12;9,63;2616,8224
44337;786;21;5,652;13906,5817
50654;1014,26;21;5,654;17938,8044
50656;1549,25;63;5,639;27473,8429
50668;670;20;5,997;11172,2528
50181;1340;63;5,618;23851,9046
50754;510;21;5,642;9039,34
50766;96,66;20;6,296;1535,2605
50772;260;NULL;6,162;4219,4093
50779;150;21;6,58;2280,68
53882;282;21;5,99;4707,8464
50632;NULL;NULL;NULL;NULL
50801;450;21;5,755;7819,2876
50330;NULL;NULL;NULL;NULL
50820;117;21;6,619;1767,6386
50890;117;21;6,619;1767,6386
50892;NULL;NULL;NULL;NULL
50840;NULL;NULL;NULL;NULL
49137;965;21;5,62;17170,8185
50947;360;21;5,795;6212,2519
51016;931,6;21;5,789;16092,5894
50090;NULL;NULL;NULL;NULL
51127;289;63;6,03;4792,7032
51163;530;20;6,094;8697,0791
50376;133,09;12;10,084;1319,8136
51250;NULL;NULL;NULL;NULL
51165;NULL;NULL;NULL;NULL
50680;273,72;21;5,694;4807,16
42275;1248;39;8,488;14703,1103
51210;525;21;6,028;8709,3563
