siren;reference contrat;date debut;montant;durée;terme;echeance;loyer intercalaire;reste;montant prestation;Périodicité;incident de paiement;reloc;assurance;matricule;entité;affichage;raison sociale;leaser;ref leaser;montant fin client
775513427;13411;01/07/2016;3 128.88;63;1;180.00;0;1.00;0.00;TRIMESTRE;NON;NON;15;7528605010125;18;0;UNION LOCALE SYNDICATS C G T;bnp;Y0112571;3421.35
672003118;14351;01/01/2017;90 914.12;63;1;4827.54;0;1.00;0.00;TRIMESTRE;NON;NON;0;8583;18;0;SA ECONOM MIXTE CONSTRUCT RENOV URB CR;bnp;Y0118000;94000.00
784970451;14441;01/10/2016;65 371.57;66;1;3391.87;0;1.00;0.00;TRIMESTRE;NON;NON;274.13;LCA6522527;18;0;ASS JEANNE D ARC DE MELUN;bnp;Y0119814;68191.63
785688508;14615;01/01/2017;8 801.76;63;1;498.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;QTS23954;18;0;CHAMBRE SYND IMPORTAT FR FRUITS LEGUMES;bnp;Y0126195;9492.68
775683006;14617;01/10/2016;1 049.45;63;1;63.00;0;1.00;0.00;TRIMESTRE;NON;NON;15;V676605555;18;0;FONDATION SANTE DES ETUDIANTS DE FRANCE;bnp;Y0126875;1198.05
712004233;14636;01/10/2016;13 689.11;66;1;730.72;0;1.00;0.00;TRIMESTRE;NON;NON;58.38;QTT20115;18;0;SCHAEFER TECHNIQUES;bnp;Y0129443;14522.21
390121572;14699;01/10/2016;1 108.92;36;1;105.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;V1S6540071;18;0;TENNIS CLUB DE MENNECY;bnp;Y0135232;1195.04
450772041;14923;01/11/2016;17 720.87;36;1;1611.00;0;1.00;0.00;TRIMESTRE;NON;NON;73.65;G696M780161;18;0;HUGO BOSS FRANCE SAS;bnp;Y0141333;18321.86
785075052;15092;01/01/2017;5 000.97;63;1;282.00;0;1.00;0.00;TRIMESTRE;NON;NON;21.61;W2W6802797;18;0;ASS GYMNAS AVANT GARDE HOUILLE;bnp;Y0148090;5375.78
821622040;15100;01/01/2017;3 441.77;63;1;198.00;0;1.00;0.00;TRIMESTRE;NON;NON;15.17;W2W6903903;18;0;CELS LABORATOIRE;bnp;Y0148177;3774.75
775485535;13082;01/10/2016;24 115.84;63;1;1347.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;LHD6251999;18;0;NOTRE FOYER;bnp;Y0150602;25674.51
413182874;14818;01/10/2016;26 371.64;66;1;1394.00;0;1.00;0.00;TRIMESTRE;NON;NON;111.37;QTT20051;18;0;SARL SMI;bnp;Y0154284;27703.31
402348080;15397;01/11/2016;1 420.52;48;1;105.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;V636803906;18;0;OPCA TRANSPORTS;bnp;Y0160816;1562.64
345404156;15422;01/12/2016;4 377.26;36;1;408.00;0;1.00;0.00;TRIMESTRE;NON;NON;18.66;V7C6704616;18;0;TOYS R US;bnp;Y0161183;4640.88
400731980;15463;01/01/2017;11 409.04;66;1;609.01;0;1.00;0.00;TRIMESTRE;NON;NON;48.66;LS66924514;18;0;TRADE UNION;bnp;Y0162462;12103.52
428915714;15462;01/01/2017;9 264.63;63;1;519.00;0;1.00;0.00;TRIMESTRE;NON;NON;39.77;W2W6903383;18;0;LIGNE DE MIRE;bnp;Y0168399;9892.96
452963531;15707;01/01/2017;7 103.16;66;1;385.20;0;1.00;0.00;TRIMESTRE;NON;NON;0;WHR04622;18;0;J L GESTION;bnp;Y0170963;7655.83
512539727;15873;01/01/2017;3 702.50;63;1;213.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W6600539;18;0;PROTEC PISCINE;bnp;Y0175525;4060.65
402348080;15974;01/01/2017;1 420.52;48;1;105.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;V636904221;18;0;OPCA TRANSPORTS;bnp;Y0179423;1562.64
383917101;10446;01/01/2017;12 944.81;63;1;718.95;0;1.00;0.00;TRIMESTRE;NON;NON;0;LSN6X25484;18;0;BRITA WASSER FILTER SYSTEME FRANCE;bnp;Y0183677;13703.98
331102483;16133;01/01/2017;1 876.66;63;1;111.00;0;1.00;0.00;TRIMESTRE;NON;NON;15;7526150103ZF;18;0;ASMD ASSOC SPORT MESNIL ST DEN;bnp;Y0184073;2116.54
413721382;16181;01/04/2017;11 071.38;63;1;621.05;0;1.00;0.00;TRIMESTRE;NON;NON;0;G726JC00123;18;0;TEKNICAD;bnp;Y0186012;11838.02
182800011;16335;28/03/2017;8 611.24;36;1;794.76;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2S6Z09960;18;0;CHAMBRE DE COMMERCE ET D'INDUSTRIE;bnp;Y0190472;8885.19
324894625;16523;01/04/2017;9 119.86;63;1;516.00;0;1.00;0.00;TRIMESTRE;NON;NON;39.54;L873702468;18;0;UNION SPORTIVE ORLEANS LOIRET JUDO JUJITSU;bnp;Y0195751;9835.79
315250076;16549;01/04/2017;3 163.65;63;1;182.00;0;1.00;0.00;TRIMESTRE;NON;NON;15;LSN6X25781;18;0;UNION NATIONALE DES PERSONNELS ET RETRAITES DE LA;bnp;Y0196668;3469.80
785165010;16674;01/04/2017;66 032.53;36;1;5955.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;SMF02845;18;0;GESTION HOPITAL PRIV GERIAT MAGNOLIAS;bnp;Y0200394;68142.41
331468223;15283;01/10/2016;1 402.83;45;1;109.50;0;1.00;0.00;TRIMESTRE;NON;NON;15;LSN6924600;18;0;SAS PDG PLASTIQUES;bnp;Y0203449;1535.15
402348080;16750;01/01/2017;1 420.52;48;1;105.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;V636X04537;18;0;OPCA TRANSPORTS;bnp;Y0203624;1562.64
318826211;16871;01/07/2017;7 152.06;63;1;403.30;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W6Z09140;18;0;SARL PASLAB;bnp;Y0207734;7657.93
793587171;15944;01/12/2016;4 693.29;63;1;270.00;0;1.00;0.00;TRIMESTRE;NON;NON;20.69;V7C6705020;18;0;LES ANESTHESISTES D'ORELIANCE;bnp;Y0214955;5147.06
793073412;15810;01/01/2017;6 033.45;48;1;430.00;0;1.00;0.00;TRIMESTRE;NON;NON;25.71;5028631010FKY;18;0;IMAGERIE OXYGENE 02;bnp;Y0214977;6396.52
501219323;17053;01/02/2017;33 370.50;63;1;1800.00;0;1.00;0.00;TRIMESTRE;NON;NON;138.28;1000007325;18;0;BLANC MESNIL DISTRIBUTION;bnp;Y0216101;34397.84
442325460;15645;01/01/2017;18 405.68;63;1;1012.86;0;1.00;0.00;TRIMESTRE;NON;NON;77.61;G696M821642;18;0;MOBICITE;bnp;Y0216417;19305.86
823248497;17095;01/04/2017;2 101.64;36;1;199.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;LSN6924137;18;0;PNL;bnp;Y0217128;2264.04
387771306;16430;01/01/2017;1 859.41;66;1;106.00;0;1.00;0.00;TRIMESTRE;NON;NON;15;X686PA00094;18;0;FERRO INGENIERIE;bnp;Y0219455;2107.39
785165010;16101;01/01/2017;12 555.75;36;1;1147.34;0;1.00;0.00;TRIMESTRE;NON;NON;0;QLC32455;18;0;GESTION HOPITAL PRIV GERIAT MAGNOLIAS;bnp;Y0219458;13048.94
505180182;17273;16/02/2017;4 383.74;36;1;140.00;0;1.00;0.00;MOIS;NON;NON;6.26;PAS6Z15197;18;0;PUBLIDISPATCH SAS;bnp;Y0223874;4668.28
820440907;17494;01/04/2017;4 693.29;63;1;270.00;0;1.00;0.00;TRIMESTRE;NON;NON;20.69;W2W6600355;18;0;MY VOITURE;bnp;Z0006809;5147.06
344943428;17722;01/07/2017;16 174.89;66;1;855.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;G696MC30749;18;0;ELCOMETER SARL;bnp;Z0014084;16922.91
444628432;17945;01/04/2017;6 153.68;54;1;395.80;0;1.00;0.00;TRIMESTRE;NON;NON;26.37;E155MA31790;18;0;TRM ESPACES VERTS;bnp;Z0021807;6560.46
452443799;18201;01/07/2017;16 536.52;63;1;910.00;0;1.00;0.00;TRIMESTRE;NON;NON;69.73;WJ00519;18;0;PLO CHARLES;bnp;Z0030820;17345.37
532194057;18395;01/04/2017;16 790.93;63;1;924.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;JWF84651;18;0;LYMPIA ARCHITECTURE;bnp;Z0038160;17612.20
444251110;18602;01/04/2017;12 542.24;66;1;669.50;0;1.06;0.00;TRIMESTRE;NON;NON;0;V7C7106418;18;0;ESCORT SECURITE PRIVEE SARL;bnp;Z0045334;13305.61
308052471;18670;01/07/2017;13 107.76;63;1;728.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2S7213092;18;0;CENTRE CULTUREL CECAS;bnp;Z0047425;13822.66
321841587;18720;01/07/2017;12 567.60;63;1;698.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W7215073;18;0;SYN UD CFE CGC 93;bnp;Z0048541;13253.08
775369507;18244;01/10/2017;18 423.86;63;1;1024.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;LHD4310877;18;0;COMITE ENTREPRISE DELPHI FRANCE;bnp;Z0051053;19496.10
828218941;18771;01/07/2017;3 076.74;63;1;177.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W6Y07647;18;0;LE PALMIER D OR;bnp;Z0051476;3361.41
785237355;18829;01/07/2017;8 346.88;63;1;465.00;0;1.00;0.00;TRIMESTRE;NON;NON;35.49;AAPH2274;18;0;ROUXEL S A;bnp;Z0053570;8829.36
350916128;19153;01/07/2017;4 119.67;63;1;237.00;0;1.00;0.00;TRIMESTRE;NON;NON;18.09;W2W7215085;18;0;SINTAX TRANSPORT FRANCE;bnp;Z0066011;4500.56
309306918;19162;01/07/2017;9 831.81;36;1;900.00;0;1.00;0.00;TRIMESTRE;NON;NON;41.06;WHR20280;18;0;BUREAU DE VERIFICATIONS TECHNIQUES;bnp;Z0071103;10213.90
200071090;19387;01/08/2017;5 423.79;66;1;292.50;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W6Y08017;18;0;SIARE;bnp;Z0078429;5704.41
480845148;19558;01/07/2017;3 754.64;63;1;216.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W6Y08060;18;0;EDOUARD DOMINGUES PROMOTION;bnp;Z0082713;4101.86
410606834;19800;01/10/2017;4 741.00;60;1;285.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;WSH09080;18;0;NEWNET;bnp;Z0091550;5193.43
709802599;19946;01/07/2017;7 952.16;63;1;443.01;0;1.00;0.00;TRIMESTRE;NON;NON;0;LSJ7333772;18;0;GARAGE DU  CLAIREAU;bnp;Z0096870;8411.86
402348080;20077;01/10/2017;1 020.61;48;1;75.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;V637607386;18;0;OPCA TRANSPORTS;bnp;Z0102429;1119.63
512903865;20435;01/10/2017;50 047.10;63;1;2661.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;12319;18;0;SDRC DEVELOPPEMENT;bnp;Z0114142;51234.42
350323416;17461;01/10/2017;15 592.41;66;1;820.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;WHR25247;18;0;CANDELA SYNERON;bnp;Z0118919;16277.11
792399461;20987;01/10/2017;10 751.21;63;1;594.00;0;1.00;0.00;TRIMESTRE;NON;NON;45.46;C717R410458;18;0;EPINAY EXPLOITATION;bnp;Z0134165;11309.64
219103389;17039;01/04/2017;28 683.14;66;1;1505.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;WHN02929;18;0;COMMUNE DE LIMOURS;bnp;Z0138245;29736.83
379798135;21306;01/01/2018;12 470.67;63;1;689.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;VLW7859723;18;0;ID ACIER;bnp;Z0148407;13182.90
451408819;19811;01/01/2018;4 009.96;36;1;376.08;0;1.00;0.00;TRIMESTRE;NON;NON;0;C717R410411;18;0;HERVAS GHISLAIN;bnp;Z0149329;4286.92
443230347;21347;01/01/2018;4 491.51;60;1;270.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W7418970;18;0;VIVEA;bnp;Z0151481;4943.20
443230347;21349;01/01/2018;4 491.51;60;1;270.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W7418157;18;0;VIVEA;bnp;Z0151504;4943.20
219400462;19712;01/10/2017;13 484.25;63;1;745.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W357603365;18;0;MAIRIE DE MAISONS ALFORT;bnp;Z0151588;14184.42
383452497;21420;01/01/2018;17 896.36;63;1;980.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;XME02600;18;0;DUVIVIER & ASSOCIES;bnp;Z0153552;18750.32
388485443;21444;01/01/2018;4 724.49;63;1;270.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W7418478;18;0;AUTOMATISMES FERMETURES PROTECTION;bnp;Z0154235;5166.56
820440907;21258;01/10/2017;3 937.09;63;1;225.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;V7C7207029;18;0;MY VOITURE;bnp;Z0154882;4284.51
350108684;21529;01/01/2018;1 669.48;63;1;98.01;0;1.00;0.00;TRIMESTRE;NON;NON;0;LSN7638826;18;0;KREMLIN DISTRIBUTION;bnp;Z0157250;1876.05
389591892;21542;01/01/2018;21 183.44;63;1;1160.00;0;1.11;0.00;TRIMESTRE;NON;NON;89.22;W2W7827792;18;0;A.B.C.S.;bnp;Z0157705;22194.10
219103389;21550;08/12/2017;8 196.51;66;1;440.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;RYW01147;18;0;COMMUNE DE LIMOURS;bnp;Z0158259;8610.51
494134992;20504;01/10/2017;4 829.48;63;1;276.00;0;1.00;0.00;TRIMESTRE;NON;NON;21.13;C717R310566;18;0;OFFICE CENTRAL DE LA COOPERATION A L'ECOLE DE SEIN;bnp;Z0158298;5255.47
399167063;19559;01/10/2017;6 332.91;51;1;430.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2S7624034;18;0;SARL CGS;bnp;Z0158577;6757.53
413721382;20958;01/10/2017;5 672.58;63;1;318.00;0;1.03;0.00;TRIMESTRE;NON;NON;0;WHR26027;18;0;TEKNICAD;bnp;Z0160523;6055.08
775708183;21635;01/01/2018;5 756.77;63;1;325.95;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W7418481;18;0;ASS POUR INSERTION EDUCATION ET SOINS;bnp;Z0160675;6237.00
324456904;21632;01/01/2018;4 334.75;60;1;258.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;V7C7207054;18;0;SORAVIA;bnp;Z0160684;4723.55
722067691;21645;01/01/2018;21 696.95;63;1;1200.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W78277745;18;0;CABINET R. DURAND;bnp;Z0160977;22959.37
307146720;21670;01/01/2018;56 084.35;63;1;2982.00;0;1.00;0.00;TRIMESTRE;NON;NON;230.81;VNFVH5M1XZ;18;0;AGENCE ARAGO;bnp;Z0162003;57414.78
433987831;21705;01/01/2018;5 983.39;66;1;322.50;0;1.00;0.00;TRIMESTRE;NON;NON;0;WKB05614;18;0;E-COURSE INTERNATIONAL;bnp;Z0163547;6435.28
514424969;21742;01/01/2018;4 480.22;63;1;258.60;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W7828908;18;0;REMA TIP TOP NORD ALSACE;bnp;Z0165219;4948.46
527535561;21764;01/01/2018;14 569.31;63;1;271.00;0;1.00;0.00;MOIS;NON;NON;0;LSN7842111;18;0;MONTEIRO & BONNIER;bnp;Z0166023;15555.27
380869420;21836;01/01/2018;6 946.39;63;1;393.30;0;1.00;409.34;TRIMESTRE;NON;NON;0;W2W7418281;18;0;SOC D'ECONOMIE MIXTE DE MAUREPAS;bnp;Z0168365;7525.54
798905113;21892;01/01/2018;3 403.41;63;1;194.50;0;1.00;0.00;TRIMESTRE;NON;NON;15;W2W7828445;18;0;MLRG MULTIMEDIA;bnp;Z0170046;3722.09
528721277;21959;01/01/2018;40 456.78;63;1;2172.12;0;1.00;0.00;TRIMESTRE;NON;NON;167.5;V7C7207037;18;0;SYNERGTRADING;bnp;Z0172414;41666.43
423460161;22039;01/01/2018;11 022.71;63;1;609.00;0;1.05;0.00;TRIMESTRE;NON;NON;0;WSH16715;18;0;BALBOA;bnp;Z0174809;11652.33
538102187;22067;01/01/2018;3 181.91;66;1;175.00;0;1.00;0.00;TRIMESTRE;NON;NON;15;LSN7639190;18;0;AVOCAT LOIRE CONSEIL;bnp;Z0175542;3492.43
326184926;22091;01/01/2018;24 196.58;63;1;1325.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;W2W7931459;18;0;L'ETOILE DU NORD;bnp;Z0176344;25350.88
811859552;22133;01/01/2018;3 674.63;63;1;210.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;V797903349;18;0;AMHELO;bnp;Z0178208;4018.65
304095037;19191;01/01/2018;46 417.15;63;1;2468.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;LSN7945158;18;0;UNION DEPART ASS FAMIL VAL OISE;bnp;Z0181618;47516.49
334878048;22029;01/12/2017;5 432.75;63;1;103.00;0;1.00;0.00;MOIS;NON;NON;0;C717R310261;18;0;LECOMTE JEAN-MICHEL;bnp;Z0181706;5894.28
422866210;22316;01/01/2018;2 874.63;66;1;158.10;0;1.01;0.00;TRIMESTRE;NON;NON;15;W2W7931322;18;0;PAROLES DE FEMMES 91;bnp;Z0184444;3155.24
304095037;22343;01/01/2018;11 604.29;63;1;617.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;C737M600027;18;0;UNION DEPART ASS FAMIL VAL OISE;bnp;Z0185298;11879.81
424751048;22444;01/04/2018;5 083.92;63;1;285.00;0;1.00;0.00;TRIMESTRE;NON;NON;21.92;C717A00726;18;0;ASSISTANCE CONTRAT DEPANNAGE POSE;bnp;Z0189274;5453.55
443462338;22496;01/04/2018;4 813.75;36;1;447.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;C717R810935;18;0;KOITO CZECH S.R.O;bnp;Z0190886;5095.14
329938245;22527;01/04/2018;83 796.29;48;1;5711.55;0;1.00;0.00;TRIMESTRE;NON;NON;0;14760;18;0;BOSTON SCIENTIFIC;bnp;Z0191783;85603.29
308065580;22692;01/01/2018;18 681.61;63;1;1023.00;0;1.00;0.00;TRIMESTRE;NON;NON;0;XME03498;18;0;MAISONS TRADI-PIERRE;bnp;Z0196699;19573.00
