Contrat;Contrat Leaser;Affaire;Nature;Client;Leaser;EchÃ©ance Client < EchÃ©ance Leaser;EchÃ©ance client non facturÃ©e ;Facture Client < Facture leaser ;Facture Client impayÃ©e ;Facture Client < Loyer client;Duree;Montant;Echeance;Prochaine;Debut;Fin;Facture Materiel;Visa rentabilitÃ© Ã©chÃ©ance;RentabilitÃ© PrÃ©visionnelle;RentabilitÃ© Attendue;RentabilitÃ© RÃ©elle
4062803;234808-D0;004-59691;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;16;1918,4000244141;151,17;01/07/2016;01/07/2013;30/06/2017;4897489;Non;360,05 â‚¬ / 18.77 %;191,84 â‚¬ / 10.00 %;48,87 â‚¬ / 2.55 %
04060586-ADJ;10006017320;004-59781;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;16;4310,33984375;300;01/07/2016;01/04/2013;31/03/2017;4897499;Non;200,59 â‚¬ / 4.65 %;431,03 â‚¬ / 10.00 %;-3 455,41 â‚¬ / -80.17 %
6604440;240211-D0;006-61589;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;22;4090,8798828125;228,83;01/07/2016;28/06/2013;31/12/2018;488 914 806 647 682;Non;533,12 â‚¬ / 13.03 %;490,91 â‚¬ / 12.00 %;46,06 â‚¬ / 1.13 %
2017672;2017672;002-59528;INTERNE;C'PRO Groupe;LOC PURE;Non;Non;Oui;Non;Oui;16;785,8300170898;57,9;01/04/2016;05/04/2013;30/06/2017;2 280 133 066 150 770 000 000 000 000 000;Non;56,35 â‚¬ / 7.17 %;94,30 â‚¬ / 12.00 %;195,03 â‚¬ / 24.82 %
2017965;231283-D0;002-58956;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;20;5226,0200195312;313,77;01/07/2016;27/06/2013;30/06/2018;2286169;Non;599,80 â‚¬ / 11.48 %;522,60 â‚¬ / 10.00 %;-3 388,40 â‚¬ / -64.84 %
3073926;234086-D0;003-60841;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;42706,01953125;2307,7;01/07/2016;19/06/2013;31/12/2018;3811565;Non;4 167,12 â‚¬ / 9.76 %;5 124,72 â‚¬ / 12.00 %;1 768,09 â‚¬ / 4.14 %
02017980-ADJ2;253188-D0-01;002-61969;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;20;555,3499755859;33;01/07/2016;01/07/2013;30/06/2018;2288247;Non;43,85 â‚¬ / 7.90 %;55,53 â‚¬ / 10.00 %;1 604,12 â‚¬ / 288.85 %
2017981;251365-D0;002-60826-1;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Non;Non;Non;Oui;22;24438,080078125;1433;01/07/2016;01/07/2013;31/12/2018;228 693 702 292 415;Non;5 266,56 â‚¬ / 21.55 %;2 443,81 â‚¬ / 10.00 %;18 794,61 â‚¬ / 76.91 %
2017956;CTR-028641/0002;002-52881;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Non;20;41695,2890625;2207,52;01/07/2016;26/06/2012;30/06/2017;2266692;Non;-4 776,01 â‚¬ / -11.45 %;5 003,43 â‚¬ / 12.00 %;-10 208,00 â‚¬ / -24.48 %
04061517-ADJ;CTR-029414/0002;004-54042;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;233162,9375;14699,42;01/07/2016;31/10/2012;31/03/2018;4 882 003 048 840 400 000 000 000 000 000;Non;37 417,78 â‚¬ / 16.05 %;27 979,55 â‚¬ / 12.00 %;-121 935,33 â‚¬ / -52.30 %
4060575;CTR-029802/0002;004-55623;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;91703,28125;5161,98;01/07/2016;16/10/2012;31/03/2018;4883328;Non;7 670,15 â‚¬ / 8.36 %;11 004,39 â‚¬ / 12.00 %;-51 360,28 â‚¬ / -56.01 %
3073553;218190FDO-03;003-56746;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;0;480;0;12/04/2016;12/07/2013;11/07/2013;2 212 121 022 125 500 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000;Non;-652,28 â‚¬ / -135.89 %;48,00 â‚¬ / 10.00 %;-135,48 â‚¬ / -28.23 %
3073552;218190FDO-04;003-56746;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;0;480;0;12/04/2016;12/07/2013;11/07/2013;2 212 121 022 125 500 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000;Non;-652,28 â‚¬ / -135.89 %;48,00 â‚¬ / 10.00 %;-86,95 â‚¬ / -18.11 %
4060629;235057-D0;004-60496;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;166635,40625;9004,45;01/07/2016;09/07/2013;31/03/2019;4898676;Non;21 658,65 â‚¬ / 13.00 %;19 996,25 â‚¬ / 12.00 %;-75 947,20 â‚¬ / -45.58 %
6604346;219199-D0;006-59648;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Non;Non;Oui;22;5077,7700195312;304,67;01/07/2016;23/04/2013;31/12/2018;482 332 806 645 933;Non;1 358,92 â‚¬ / 26.76 %;609,33 â‚¬ / 12.00 %;1 932,00 â‚¬ / 38.05 %
2018023;251385-D0;002-60671;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Non;Non;Non;Oui;22;20160,060546875;1067;01/07/2016;01/07/2013;31/12/2018;2287081;Non;1 811,46 â‚¬ / 8.99 %;2 016,01 â‚¬ / 10.00 %;-758,49 â‚¬ / -3.76 %
4060650;252355-D0;004-56930;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;21;3952,6499023438;283,8;01/07/2016;10/09/2013;31/12/2018;4898674;Non;1 816,95 â‚¬ / 45.97 %;474,32 â‚¬ / 12.00 %;716,41 â‚¬ / 18.12 %
4062205;243768-D0;004-60970;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;21;4263,66015625;240;01/07/2016;18/07/2013;31/12/2018;4896573;Non;417,73 â‚¬ / 9.80 %;511,64 â‚¬ / 12.00 %;547,27 â‚¬ / 12.84 %
4062205;243768-D0;004-61380;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;21;4263,66015625;240;01/07/2016;18/07/2013;31/12/2018;4900010;Non;417,73 â‚¬ / 9.80 %;511,64 â‚¬ / 12.00 %;547,27 â‚¬ / 12.84 %
4060665;V0120950;004-61243;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Non;Oui;Non;Oui;22;2528,0600585938;151,68;01/07/2016;15/07/2013;31/03/2019;4899992;Non;494,88 â‚¬ / 19.58 %;303,37 â‚¬ / 12.00 %;549,76 â‚¬ / 21.75 %
06604191-1;212803FD0-02;006-57699;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;12;340,0599975586;32;12/06/2016;12/12/2012;11/12/2015;;Non;26,29 â‚¬ / 7.73 %;34,01 â‚¬ / 10.00 %;-358,56 â‚¬ / -105.44 %
04060489-ADJ;10005250220-02;004-56094;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;559,0900268555;31,47;01/07/2016;20/12/2012;31/03/2018;;Non;65,78 â‚¬ / 11.77 %;67,09 â‚¬ / 12.00 %;-380,25 â‚¬ / -68.01 %
04059495-ADJ;10005787100;004-59049;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Oui;Oui;Non;Non;Non;16;3624,5700683594;252,27;01/07/2016;01/10/2012;30/09/2016;4892045;Non;-872,21 â‚¬ / -24.06 %;362,46 â‚¬ / 10.00 %;-3 992,57 â‚¬ / -110.15 %
4060622;10006059950-1;004-60577;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;12;6525,8901367188;484,48;02/07/2016;02/07/2013;01/07/2016;4898604;Non;730,88 â‚¬ / 11.20 %;652,59 â‚¬ / 10.00 %;-702,71 â‚¬ / -10.77 %
2017835;220318-D0;002-59748;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Oui;Oui;Non;Non;Non;20;3652,5;134,35;01/07/2016;10/06/2013;30/06/2018;;Non;-1 251,85 â‚¬ / -34.27 %;438,30 â‚¬ / 12.00 %;-2 398,32 â‚¬ / -65.66 %
4059011;250705-C0;004-52956;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;20;46418,23828125;2728;01/07/2016;12/06/2012;30/06/2017;4876528;Non;2 678,16 â‚¬ / 5.77 %;4 641,82 â‚¬ / 10.00 %;-32 171,08 â‚¬ / -69.31 %
3075938;244248-D0;003-61662;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;6527,4702148438;391,65;01/07/2016;25/07/2013;31/03/2019;3814078;Non;1 727,72 â‚¬ / 26.47 %;783,30 â‚¬ / 12.00 %;-2 603,85 â‚¬ / -39.89 %
3075502;V0148702;003-61727;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;22;4334,8198242188;234,24;01/07/2016;31/07/2013;31/03/2019;3814100;Non;269,68 â‚¬ / 6.22 %;520,18 â‚¬ / 12.00 %;2 099,45 â‚¬ / 48.43 %
4060716;10006353720;004-62156;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;20;6866,2202148438;409,57;07/05/2016;07/08/2013;06/08/2018;4900838;Non;834,79 â‚¬ / 12.16 %;686,62 â‚¬ / 10.00 %;-2 827,96 â‚¬ / -41.19 %
3074014;252811-D0;003-62289;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;4225,41015625;257,75;01/07/2016;20/08/2013;31/12/2018;3814270;Non;892,90 â‚¬ / 21.13 %;422,54 â‚¬ / 10.00 %;-275,34 â‚¬ / -6.52 %
4060720;247382-D0;004-61885;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;14;18729,2109375;1519,2;01/07/2016;08/08/2013;31/03/2017;4900854;Non;2 216,63 â‚¬ / 11.84 %;2 247,51 â‚¬ / 12.00 %;-2 918,88 â‚¬ / -15.58 %
4060719;M48989;004-61933;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Oui;Oui;Non;Non;Non;21;3347,0400390625;192,12;01/07/2016;01/11/2013;31/03/2019;4900855;Non;-26,12 â‚¬ / -0.78 %;401,64 â‚¬ / 12.00 %;-2 066,74 â‚¬ / -61.75 %
4063317;247476-D0;004-61908;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;16967,650390625;916,88;01/07/2016;23/09/2013;31/03/2019;4900863;Non;1 522,50 â‚¬ / 8.97 %;2 036,12 â‚¬ / 12.00 %;-4 214,33 â‚¬ / -24.84 %
4060726;CTR-031125/0001;004-60804;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Oui;22;3998,6101074219;223,67;01/07/2016;26/08/2013;31/03/2019;4900873;Non;-231,18 â‚¬ / -5.78 %;479,83 â‚¬ / 12.00 %;77,09 â‚¬ / 1.93 %
2018168;248813-D0;002-60410;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;22;2405,9299316406;134,58;01/07/2016;20/08/2013;31/03/2019;2289122;Non;366,39 â‚¬ / 15.23 %;288,71 â‚¬ / 12.00 %;562,49 â‚¬ / 23.38 %
2018172;252322-D0;002-62262;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;3737,6999511719;228;01/07/2016;02/08/2013;31/12/2018;2289157;Non;838,73 â‚¬ / 22.44 %;373,77 â‚¬ / 10.00 %;-1 978,53 â‚¬ / -52.93 %
4060745;251578-D0;004-62186;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;21;8713,7998046875;490,5;01/07/2016;26/08/2013;31/12/2018;4901746;Non;919,73 â‚¬ / 10.55 %;1 045,66 â‚¬ / 12.00 %;1 482,70 â‚¬ / 17.02 %
02018184-ADJ;10006389500-01;002-62087;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;16;16640;1077,47;28/05/2016;28/08/2013;27/08/2017;2290020;Non;23,46 â‚¬ / 0.14 %;1 664,00 â‚¬ / 10.00 %;39 999,29 â‚¬ / 240.38 %
3074030;M55290;003-61996;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Non;Non;Non;Oui;22;11288,98046875;610,06;01/07/2016;20/08/2013;31/03/2019;3814307;Non;723,26 â‚¬ / 6.41 %;1 354,68 â‚¬ / 12.00 %;71 974,38 â‚¬ / 637.56 %
3074039;250740-D0;003-62200;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;2421,2399902344;130,84;01/07/2016;30/08/2013;31/03/2019;3814893;Non;285,26 â‚¬ / 11.78 %;290,55 â‚¬ / 12.00 %;228,97 â‚¬ / 9.46 %
4060751;4060751;004-61983;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;12;351,299987793;0;04/12/2015;04/09/2013;03/09/2016;4901803;Non;-402,36 â‚¬ / -114.53 %;42,16 â‚¬ / 12.00 %;184,28 â‚¬ / 52.46 %
4062974;V0158912;004-61692;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;22;4423,1298828125;247,42;01/07/2016;05/09/2013;31/03/2019;4901841;Non;366,63 â‚¬ / 8.29 %;530,78 â‚¬ / 12.00 %;-2 588,52 â‚¬ / -58.52 %
2019684;V0138309;002-61377;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;20;77834,75;4574,21;01/07/2016;22/07/2013;30/09/2018;2290102;Non;7 523,49 â‚¬ / 9.67 %;9 340,17 â‚¬ / 12.00 %;2 512,69 â‚¬ / 3.23 %
02017980-ADJ;253188-D0-02;002-61681;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;21;2221,3999023438;132;01/07/2016;01/07/2013;30/09/2018;2287356;Non;305,05 â‚¬ / 13.73 %;222,14 â‚¬ / 10.00 %;-1 357,29 â‚¬ / -61.10 %
3073858;259536-D0;003-60018;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;2;480;48;01/07/2016;05/06/2013;31/12/2013;3 811 040 038 110 410 000 000 000 000 000 000 000 000 000 000 000 000 000;Non;-2 855,38 â‚¬ / -594.87 %;48,00 â‚¬ / 10.00 %;-2 472,23 â‚¬ / -515.05 %
3074045;260508-D0;003-60018;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Oui;4;2400;240;01/07/2016;26/07/2013;30/09/2014;3 811 040 038 110 410 000 000 000 000 000 000 000 000 000 000 000 000 000;Non;-1 313,95 â‚¬ / -54.75 %;240,00 â‚¬ / 10.00 %;-1 985,07 â‚¬ / -82.71 %
4060803;251638-D0;004-62147;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;22;1215,0200195312;65,66;01/07/2016;10/09/2013;31/03/2019;4901965;Non;139,05 â‚¬ / 11.44 %;145,80 â‚¬ / 12.00 %;-355,25 â‚¬ / -29.24 %
4060821;V0158920;004-61898;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;22;6265,5400390625;338,59;01/07/2016;17/09/2013;31/03/2019;4902449;Non;357,92 â‚¬ / 5.71 %;751,86 â‚¬ / 12.00 %;4 105,97 â‚¬ / 65.53 %
4060846;CTR-027911/0002;004-53014;INTERNE;C'PRO Groupe;ACECOM;Non;Non;Non;Non;Oui;21;3802,4799804688;221,25;01/07/2016;11/04/2012;30/09/2017;;Non;258,62 â‚¬ / 6.80 %;456,30 â‚¬ / 12.00 %;-853,93 â‚¬ / -22.46 %
2018184;10006389500-02;002-61461;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;16;59525,01953125;3854,36;28/05/2016;28/08/2013;27/08/2017;228 924 502 288 246;Non;-429,49 â‚¬ / -0.72 %;5 952,50 â‚¬ / 10.00 %;-37 073,95 â‚¬ / -62.28 %
6604501;264183-D0;006-61568;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;16;2212,330078125;174;01/07/2016;01/09/2013;30/09/2017;6649656;Non;-1 942,75 â‚¬ / -87.81 %;221,23 â‚¬ / 10.00 %;-1 368,26 â‚¬ / -61.85 %
4060870;252839-D0;004-61494;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;3442,6201171875;210;01/07/2016;20/09/2013;31/12/2018;4902708;Non;666,41 â‚¬ / 19.36 %;344,26 â‚¬ / 10.00 %;201,44 â‚¬ / 5.85 %
4061425;262329-D0;004-61855;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Oui;Non;Oui;22;1148,8000488281;64,26;01/07/2016;01/10/2013;31/03/2019;4902711;Non;175,80 â‚¬ / 15.30 %;137,86 â‚¬ / 12.00 %;-542,90 â‚¬ / -47.26 %
4060867;V0149509;004-62079;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Non;Oui;Non;Oui;21;5385,4301757812;313,36;01/07/2016;20/09/2013;31/12/2018;4902717;Non;487,14 â‚¬ / 9.05 %;646,25 â‚¬ / 12.00 %;240,43 â‚¬ / 4.46 %
4060869;V0202661;004-60199;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Non;Oui;Non;Oui;22;4574,66015625;247,2;01/07/2016;25/09/2013;31/03/2019;4902720;Non;237,24 â‚¬ / 5.19 %;548,96 â‚¬ / 12.00 %;189,28 â‚¬ / 4.14 %
06603945-01;10004579180-01;006-52366-02;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;20;855;45;29/06/2016;29/03/2012;28/03/2017;;Non;-27,72 â‚¬ / -3.24 %;85,50 â‚¬ / 10.00 %;-622,38 â‚¬ / -72.79 %
4060880;CTR-027180/0002;004-48550;INTERNE;C'PRO Groupe;ACECOM;Non;Non;Oui;Non;Oui;22;65741,78125;3781,59;01/07/2016;27/10/2011;30/06/2017;;Non;5 645,41 â‚¬ / 8.59 %;7 889,01 â‚¬ / 12.00 %;-24 135,50 â‚¬ / -36.71 %
6604525;CTR-028728/0002;006-54018;INTERNE;C'PRO Groupe;ACECOM;Oui;Oui;Non;Non;Non;16;57871,55859375;4155;01/07/2016;01/07/2012;30/06/2016;;Non;-1 044,44 â‚¬ / -1.80 %;6 944,59 â‚¬ / 12.00 %;-67 525,44 â‚¬ / -116.68 %
6604526;CTR-028729/0002;001-54017;INTERNE;C'PRO Groupe;ACECOM;Oui;Oui;Non;Non;Non;16;24373,94921875;1749,98;01/07/2016;01/07/2012;30/06/2016;;Non;-439,16 â‚¬ / -1.80 %;2 924,87 â‚¬ / 12.00 %;-28 439,84 â‚¬ / -116.68 %
4060901;M59842;004-62638;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Non;Non;Non;Oui;22;5570,080078125;334,21;01/07/2016;07/10/2013;30/06/2019;4903744;Non;1 218,14 â‚¬ / 21.87 %;668,41 â‚¬ / 12.00 %;1 062,18 â‚¬ / 19.07 %
2017073;10003746570;002-53202;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;7409;489;01/07/2016;01/01/2013;31/03/2018;;Non;2 271,99 â‚¬ / 30.67 %;740,90 â‚¬ / 10.00 %;-6 403,09 â‚¬ / -86.42 %
4057650;219990FA0;004-46249;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Non;Non;Non;16;2765,4599609375;208,83;15/06/2016;15/03/2011;14/03/2015;;Non;-1 436,91 â‚¬ / -51.96 %;276,55 â‚¬ / 10.00 %;-1 113,46 â‚¬ / -40.26 %
2018372;M66902;002-62931;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Non;Non;Non;Oui;20;71028,9921875;4133,24;01/07/2016;08/10/2013;31/12/2018;2292598;Non;4 900,55 â‚¬ / 6.90 %;8 523,48 â‚¬ / 12.00 %;-2 445,08 â‚¬ / -3.44 %
3074725;M63954;003-62348;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Oui;Non;Oui;Non;Non;22;3597,75;194,41;01/07/2016;03/10/2013;30/06/2019;3816759;Non;1,98 â‚¬ / 0.06 %;431,73 â‚¬ / 12.00 %;354,92 â‚¬ / 9.87 %
4063495;V0179007;004-62806;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;22;2141,8701171875;115,74;01/07/2016;14/10/2013;30/06/2019;4903864;Non;132,96 â‚¬ / 6.21 %;257,02 â‚¬ / 12.00 %;1 056,61 â‚¬ / 49.33 %
3074771;CTR-030515/0002;003-59091;INTERNE;C'PRO Groupe;ACECOM;Oui;Oui;Oui;Non;Non;22;55291,421875;2987,77;01/07/2016;29/03/2013;30/09/2018;3808170;Non;400,46 â‚¬ / 0.72 %;6 634,97 â‚¬ / 12.00 %;-32 530,59 â‚¬ / -58.83 %
3074768;M57030;003-62692;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Oui;Non;Non;Non;22;7672,0600585938;429,15;01/07/2016;03/10/2013;30/06/2019;3816791;Non;960,68 â‚¬ / 12.52 %;920,65 â‚¬ / 12.00 %;-1 014,00 â‚¬ / -13.22 %
4060949;M59851;004-62730;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Oui;Non;Non;Non;21;7571,4501953125;440,55;01/07/2016;16/10/2013;31/03/2019;4903980;Non;811,39 â‚¬ / 10.72 %;908,57 â‚¬ / 12.00 %;-1 367,66 â‚¬ / -18.06 %
4060970;264719-D0;004-62987;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;11200,290039062;626,51;01/07/2016;21/10/2013;30/06/2019;4905190;Non;1 554,23 â‚¬ / 13.88 %;1 344,03 â‚¬ / 12.00 %;-1 802,76 â‚¬ / -16.10 %
04060518-ADJ;CTR-029613/0003;004-56092;INTERNE;C'PRO Groupe;ACECOM;Oui;Oui;Non;Non;Non;21;559,0900268555;0;10/06/2016;10/12/2012;09/03/2018;;Non;-644,10 â‚¬ / -115.21 %;67,09 â‚¬ / 12.00 %;-449,40 â‚¬ / -80.38 %
06604258-adj 1;265007-D0;59088;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Non;Non;Non;0;1564,9200439453;0;01/04/1995;;31/12/1969;;Non;-1 746,69 â‚¬ / -111.62 %;156,49 â‚¬ / 10.00 %;-970,30 â‚¬ / -62.00 %
02015849-ADJ3;262718-D0;002-62570;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;7;759,3499755859;120;01/07/2016;01/10/2013;30/06/2015;;Non;26,05 â‚¬ / 3.43 %;75,93 â‚¬ / 10.00 %;-814,80 â‚¬ / -107.30 %
4057151;213951FA1-02;29765;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Non;Oui;Non;Oui;16;5353,2099609375;359,2;31/05/2016;31/08/2010;30/08/2014;;Non;0,85 â‚¬ / 0.02 %;535,32 â‚¬ / 10.00 %;-4 214,16 â‚¬ / -78.72 %
3075160;257525-D0;003-62487;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Oui;Non;Oui;22;7230,7797851562;390,73;01/07/2016;25/09/2013;31/03/2019;3815672;Non;669,46 â‚¬ / 9.26 %;867,69 â‚¬ / 12.00 %;-1 548,76 â‚¬ / -21.42 %
2018442;CTR-031372/0001;002-63181;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;2232,1999511719;132,48;01/07/2016;22/10/2013;31/03/2019;2293815;Non;221,53 â‚¬ / 9.92 %;267,86 â‚¬ / 12.00 %;1 216,41 â‚¬ / 54.49 %
4060985;M49968;004-62464;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Oui;Non;Non;Non;Non;21;4200;244,8;01/07/2016;23/10/2013;31/03/2019;4905292;Non;105,65 â‚¬ / 2.52 %;420,00 â‚¬ / 10.00 %;353,41 â‚¬ / 8.41 %
4061001;CTR-027829/0002;004 - 45374;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;21;3967,8601074219;227,49;01/07/2016;27/02/2012;30/06/2017;;Non;78,22 â‚¬ / 1.97 %;476,14 â‚¬ / 12.00 %;-926,58 â‚¬ / -23.35 %
2017980;10006017340;002-58349;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;9400,51953125;541;01/07/2016;01/07/2013;30/09/2018;2286936;Non;1 228,82 â‚¬ / 13.07 %;940,05 â‚¬ / 10.00 %;-5 799,85 â‚¬ / -61.70 %
3075214;;003-62672;INTERNE;C'PRO Groupe;LOC PURE;Oui;Non;Non;Non;Non;0;0;0;06/05/2016;06/11/2013;05/11/2013;3817907;Non;-402,36 â‚¬ / 0.00 %;0,00 â‚¬ / 12.00 %;1 303,46 â‚¬ / 0.00 %
2018360;10006917530;002-55478;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Oui;Non;Oui;Non;Non;16;23683,099609375;493,4;08/05/2016;08/10/2013;07/02/2015;2292500;Non;-16 870,29 â‚¬ / -71.23 %;2 368,31 â‚¬ / 10.00 %;-1 671,51 â‚¬ / -7.06 %
6604602;V0185364;006-62746;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Non;Non;Non;Oui;22;27074,400390625;1463,1;01/07/2016;13/11/2013;30/06/2019;665 209 806 652 841;Non;2 124,66 â‚¬ / 7.85 %;3 248,93 â‚¬ / 12.00 %;740,64 â‚¬ / 2.74 %
2020456;M60716;002-63111;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Oui;Non;Non;Non;22;15295,120117188;826,5;01/07/2016;04/11/2013;30/06/2019;2294557;Non;926,80 â‚¬ / 6.06 %;1 835,41 â‚¬ / 12.00 %;2 835,12 â‚¬ / 18.54 %
02017980-ADJ1;254120-D0;002-61800;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;20;2864,580078125;165;01/07/2016;01/07/2013;30/06/2018;2289045;Non;118,25 â‚¬ / 4.13 %;286,46 â‚¬ / 10.00 %;-1 750,43 â‚¬ / -61.11 %
