Contrat;Contrat Leaser;Affaire;Nature;Client;Leaser;EchÃ©ance Client < EchÃ©ance Leaser;EchÃ©ance client non facturÃ©e ;Facture Client < Facture leaser ;Facture Client impayÃ©e ;Facture Client < Loyer client;Duree;Montant;Echeance;Prochaine;Debut;Fin;Facture Materiel;Visa rentabilitÃ© Ã©chÃ©ance;RentabilitÃ© PrÃ©visionnelle;RentabilitÃ© Attendue;RentabilitÃ© RÃ©elle
2017704;2017704;002-59679;INTERNE;C'PRO Groupe;LOC PURE;Oui;Non;Oui;Non;Non;20;2552,3798828125;201;21/05/2016;21/05/2013;20/05/2018;221 247 802 283 782;Non;-2 231,00 â‚¬ / -87.41 %;255,24 â‚¬ / 10.00 %;2 883,21 â‚¬ / 112.96 %
2018729;CTR-023750/0002;002-40528;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Oui;22;2540,3000488281;119,13;01/07/2016;01/04/2011;30/09/2016;2243766;Non;-425,14 â‚¬ / -16.74 %;304,84 â‚¬ / 12.00 %;-1 642,75 â‚¬ / -64.67 %
2018591;CTR-024653/0002;002-48190;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Non;20;66096,3515625;3777,59;01/07/2016;22/07/2011;30/09/2016;225 081 302 251 289;Non;-1 145,80 â‚¬ / -1.73 %;7 931,56 â‚¬ / 12.00 %;-32 168,86 â‚¬ / -48.67 %
2018678;CTR-025018/0002;002-49884;INTERNE;C'PRO Groupe;ACECOM;Non;Non;Oui;Non;Oui;22;1409,2900390625;81,9;01/07/2016;10/11/2011;30/06/2017;2254546;Non;128,25 â‚¬ / 9.10 %;169,11 â‚¬ / 12.00 %;-257,42 â‚¬ / -18.27 %
2018751;CTR-026964/0002;002-49161;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;22;1054,2800292969;56,97;01/07/2016;09/01/2012;30/09/2017;2257356;Non;26,61 â‚¬ / 2.52 %;126,51 â‚¬ / 12.00 %;-334,68 â‚¬ / -31.74 %
2015478;10003041320-1;002-51784;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;3049,1799316406;186;07/05/2016;07/02/2012;06/05/2017;2258925;Non;563,49 â‚¬ / 18.48 %;304,92 â‚¬ / 10.00 %;-200,48 â‚¬ / -6.57 %
2018329;CTR-027561/0002;002-52143;INTERNE;C'PRO Groupe;ACECOM;Oui;Oui;Non;Non;Non;22;38909,55859375;2102,55;01/07/2016;07/03/2012;30/09/2017;2260310;Non;-394,93 â‚¬ / -1.01 %;4 669,15 â‚¬ / 12.00 %;-27 877,43 â‚¬ / -71.65 %
2018748;CTR-027598/0002;002-52598;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Oui;21;12245,169921875;689,28;01/07/2016;20/03/2012;30/06/2017;2261128;Non;-199,98 â‚¬ / -1.63 %;1 469,42 â‚¬ / 12.00 %;-3 904,74 â‚¬ / -31.89 %
2015686;228454FC0-01;002-51412;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;20;10281,639648438;606;23/06/2016;23/03/2012;22/03/2017;2261244;Non;731,65 â‚¬ / 7.12 %;1 028,16 â‚¬ / 10.00 %;-9 074,82 â‚¬ / -88.26 %
2015685;228454FC0-02;002-51485;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;20;10135,469726562;606;23/06/2016;23/03/2012;22/03/2017;2261246;Non;893,65 â‚¬ / 8.82 %;1 013,55 â‚¬ / 10.00 %;4 394,88 â‚¬ / 43.36 %
2015723;10003423260-02;002-48126;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;1399,0400390625;90;29/06/2016;29/03/2012;28/06/2017;2261678;Non;372,30 â‚¬ / 26.61 %;139,90 â‚¬ / 10.00 %;-1 291,80 â‚¬ / -92.33 %
2018668;CTR-027753/0002;002-53087;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Oui;21;19141,919921875;1077,49;01/07/2016;30/03/2012;30/06/2017;2262043;Non;-431,95 â‚¬ / -2.26 %;2 297,03 â‚¬ / 12.00 %;-4 144,09 â‚¬ / -21.65 %
2018741;CTR-027907/0002;002-52623;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Oui;21;2779,0900878906;156,44;01/07/2016;01/04/2012;30/06/2017;2262124;Non;-65,15 â‚¬ / -2.34 %;333,49 â‚¬ / 12.00 %;-1 097,54 â‚¬ / -39.49 %
2018323;CTR-028285/0002;002-47909;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Non;21;3214,0600585938;171,42;01/07/2016;13/06/2012;30/09/2017;2265523;Non;-245,01 â‚¬ / -7.62 %;385,69 â‚¬ / 12.00 %;-585,08 â‚¬ / -18.20 %
2018746;CTR-028636/0002;002-54147;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Non;21;9443;510,3;01/07/2016;27/06/2012;30/09/2017;2266404;Non;-647,71 â‚¬ / -6.86 %;1 133,16 â‚¬ / 12.00 %;-2 028,61 â‚¬ / -21.48 %
2018472;CTR-028689/0002;002-54125;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;21;7754,25;436,49;01/07/2016;06/07/2012;31/12/2017;2266664;Non;405,81 â‚¬ / 5.23 %;930,51 â‚¬ / 12.00 %;-2 113,92 â‚¬ / -27.26 %
2018713;CTR-028710/0002;002-54447;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;21;1225,8000488281;69;01/07/2016;11/07/2012;31/12/2017;2266678;Non;61,24 â‚¬ / 5.00 %;147,10 â‚¬ / 12.00 %;-243,29 â‚¬ / -19.85 %
2018377;CTR-028725/0002;002-54550;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Oui;20;33011,73828125;1519,54;01/07/2016;09/07/2012;30/09/2017;2266686;Non;-7 054,46 â‚¬ / -21.37 %;3 961,41 â‚¬ / 12.00 %;-10 295,64 â‚¬ / -31.19 %
2018583;CTR-028720/0002;002-51523;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;22;11247,879882812;607,8;01/07/2016;19/07/2012;31/03/2018;2266854;Non;477,31 â‚¬ / 4.24 %;1 349,75 â‚¬ / 12.00 %;-2 103,33 â‚¬ / -18.70 %
2018475;CTR-028902/0002;002-54873;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;22;26004,470703125;1405,2;01/07/2016;03/08/2012;31/03/2018;2268043;Non;872,89 â‚¬ / 3.36 %;3 120,54 â‚¬ / 12.00 %;-3 787,39 â‚¬ / -14.56 %
2018524;CTR-028924/0002;002-53825;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;21;32880,75;1850,85;01/07/2016;04/09/2012;31/12/2017;2268903;Non;1 736,69 â‚¬ / 5.28 %;3 945,69 â‚¬ / 12.00 %;-8 257,56 â‚¬ / -25.11 %
2018724;CTR-029064/0002;002-55428;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;21;22625,009765625;1273,55;01/07/2016;25/09/2012;31/12/2017;2269756;Non;65,85 â‚¬ / 0.29 %;2 715,00 â‚¬ / 12.00 %;-4 750,86 â‚¬ / -21.00 %
2016170;10004579190-01;002-55571;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;10000;564;08/07/2016;08/10/2012;07/01/2018;2270573;Non;1 118,10 â‚¬ / 11.18 %;1 000,00 â‚¬ / 10.00 %;165,79 â‚¬ / 1.66 %
2019638;10004579170-02;002-55521;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Non;Oui;Non;Oui;22;2492,4899902344;149,55;01/07/2016;08/10/2012;30/06/2018;2270576;Non;749,28 â‚¬ / 30.06 %;299,10 â‚¬ / 12.00 %;2 107,98 â‚¬ / 84.57 %
2018752;CTR-029363/0002;002-56078;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;22;10336,450195312;567;01/07/2016;06/11/2012;30/06/2018;2272055;Non;273,53 â‚¬ / 2.65 %;1 240,37 â‚¬ / 12.00 %;-382,62 â‚¬ / -3.70 %
2018772;CTR-029588/0002;002-55763;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;22;10441,080078125;584,04;01/07/2016;15/02/2013;30/09/2018;2273355;Non;353,84 â‚¬ / 3.39 %;1 252,93 â‚¬ / 12.00 %;-5 539,00 â‚¬ / -53.05 %
2018771;CTR-029604/0002;002-56702;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;22;5937,6098632812;321,3;01/07/2016;03/12/2012;30/06/2018;2273402;Non;-7,33 â‚¬ / -0.12 %;712,51 â‚¬ / 12.00 %;-1 156,08 â‚¬ / -19.47 %
2018625;CTR-029636/0002;002-56628;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Non;22;7000,3999023438;371,85;01/07/2016;03/12/2012;30/06/2018;2273505;Non;-169,37 â‚¬ / -2.42 %;840,05 â‚¬ / 12.00 %;-1 287,15 â‚¬ / -18.39 %
2017346;237311FC0-adj;002-57010;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;20;904,2899780273;138,9;01/07/2016;12/12/2012;31/12/2017;227 399 903 767 994;Non;1 889,07 â‚¬ / 208.90 %;90,43 â‚¬ / 10.00 %;-608,77 â‚¬ / -67.32 %
2018321;CTR-029843/0002;002-57693;INTERNE;C'PRO Groupe;ACECOM;Non;Non;Oui;Non;Oui;22;2224,9899902344;133,5;01/07/2016;18/01/2013;30/09/2018;2275490;Non;345,56 â‚¬ / 15.53 %;267,00 â‚¬ / 12.00 %;229,27 â‚¬ / 10.30 %
2017924;10005132350;002-56979;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Non;Oui;Non;Oui;22;7244,6401367188;391,5;03/07/2016;03/01/2013;02/07/2018;2275497;Non;801,97 â‚¬ / 11.07 %;869,36 â‚¬ / 12.00 %;8,75 â‚¬ / 0.12 %
2019891;CTR-029818/0002;002-57615;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;20;7944,7797851562;455,47;01/07/2016;12/01/2013;31/03/2018;2276053;Non;-7,99 â‚¬ / -0.10 %;953,37 â‚¬ / 12.00 %;-580,42 â‚¬ / -7.31 %
2019899;CTR-029911/0002-1;002-57622;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;20;4195,6801757812;247,55;01/07/2016;24/01/2013;31/03/2018;2276222;Non;109,68 â‚¬ / 2.61 %;503,48 â‚¬ / 12.00 %;-170,67 â‚¬ / -4.07 %
2021055;CTR-029921/0002;002-57506;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;8737,919921875;543,81;01/07/2016;24/01/2013;30/06/2018;2276228;Non;1 317,65 â‚¬ / 15.08 %;1 048,55 â‚¬ / 12.00 %;-2 745,85 â‚¬ / -31.42 %
2018578;CTR-029968/0002;002-57579;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Oui;22;37879,921875;2087,85;01/07/2016;01/01/2013;30/06/2018;2276453;Non;-17,08 â‚¬ / -0.05 %;4 545,59 â‚¬ / 12.00 %;-10 278,57 â‚¬ / -27.13 %
2018259;CTR-029997/0002;002-57159;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Non;21;12010,66015625;676,08;01/07/2016;30/01/2013;30/06/2018;2276514;Non;201,81 â‚¬ / 1.68 %;1 441,28 â‚¬ / 12.00 %;-335,38 â‚¬ / -2.79 %
2018676;CTR-030057/0002;002-54749;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Non;21;36271,80859375;2041,73;01/07/2016;01/02/2013;30/06/2018;2276522;Non;474,78 â‚¬ / 1.31 %;4 352,62 â‚¬ / 12.00 %;-357,57 â‚¬ / -0.99 %
2018369;CTR-030088/0002;002-58027;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;22;14301,349609375;772,8;01/07/2016;07/02/2013;30/09/2018;22 772 450 227 844 600 000 000;Non;144,54 â‚¬ / 1.01 %;1 716,16 â‚¬ / 12.00 %;-1 501,26 â‚¬ / -10.50 %
2017984;296109-CO;002-57769;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;14962,150390625;842,21;01/07/2016;11/02/2013;30/06/2018;2277267;Non;1 496,81 â‚¬ / 10.00 %;1 795,46 â‚¬ / 12.00 %;-4 862,10 â‚¬ / -32.50 %
2018481;CTR-030030/0002;002-56936;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;3368,2900390625;197,4;01/07/2016;24/01/2013;30/06/2018;2277750;Non;229,29 â‚¬ / 6.81 %;404,19 â‚¬ / 12.00 %;-2 528,86 â‚¬ / -75.08 %
2018564;CTR-030021/0002;002-56406;INTERNE;C'PRO Groupe;ACECOM;Non;Non;Oui;Non;Oui;16;39431,3515625;2887,67;01/07/2016;18/02/2013;31/03/2017;2277759;Non;1 571,28 â‚¬ / 3.98 %;4 731,76 â‚¬ / 12.00 %;-9 408,23 â‚¬ / -23.86 %
2018600;CTR-030065/0002;002-58406;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Non;21;5184,0498046875;291,81;01/07/2016;22/02/2013;30/06/2018;2277885;Non;29,72 â‚¬ / 0.57 %;622,09 â‚¬ / 12.00 %;-696,07 â‚¬ / -13.43 %
2017707;V0064032;002-58590;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP ADOSSE;Oui;Non;Oui;Non;Oui;22;1451,2199707031;82,8;01/07/2016;08/03/2013;30/09/2018;2278547;Non;-150,60 â‚¬ / -10.38 %;145,12 â‚¬ / 10.00 %;-124,50 â‚¬ / -8.58 %
2017562;V0027418;002-58615;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;15;36186,44140625;2815,31;01/07/2016;07/03/2013;31/12/2016;2278728;Non;2 412,37 â‚¬ / 6.67 %;4 342,37 â‚¬ / 12.00 %;10 516,67 â‚¬ / 29.06 %
2017636;10005250230;002-55127;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Oui;Non;Oui;Non;Non;12;11759,620117188;631,4;14/06/2016;14/03/2013;13/03/2016;2278797;Non;-64 436,89 â‚¬ / -547.95 %;1 175,96 â‚¬ / 10.00 %;-64 436,89 â‚¬ / -547.95 %
2017536;;002-57550;INTERNE;C'PRO Groupe;Accord de Principe;Non;Non;Non;Non;Oui;22;2035,8299560547;251,17;20/06/2016;20/03/2013;19/09/2018;224 297 102 279 528;Non;5 525,74 â‚¬ / 271.42 %;203,58 â‚¬ / 10.00 %;2 909,21 â‚¬ / 142.90 %
2018446;CTR-030471/0002;002-59657;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Oui;Non;Oui;21;20923,0390625;1161,23;01/07/2016;01/04/2013;30/06/2018;2280023;Non;-815,88 â‚¬ / -3.90 %;2 510,76 â‚¬ / 12.00 %;-1 582,97 â‚¬ / -7.57 %
2017710;217901-DO;002-56701;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Non;Non;Oui;22;1349,8399658203;90;01/07/2016;05/04/2013;31/12/2018;2280132;Non;520,43 â‚¬ / 38.55 %;161,98 â‚¬ / 12.00 %;193,88 â‚¬ / 14.36 %
2018609;CTR-030462/0002;002-58978;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;22;30280,669921875;1636,27;01/07/2016;08/04/2013;31/12/2018;2280346;Non;782,60 â‚¬ / 2.58 %;3 633,68 â‚¬ / 12.00 %;-915,90 â‚¬ / -3.02 %
2017790;10005391400-02;002-59177;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;4041,1201171875;228;01/07/2016;15/04/2013;30/09/2018;2280811;Non;703,44 â‚¬ / 17.41 %;404,11 â‚¬ / 10.00 %;-2 439,32 â‚¬ / -60.36 %
2017790;10005391400-02;002-59128;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;4041,1201171875;228;01/07/2016;15/04/2013;30/09/2018;2280811;Non;703,44 â‚¬ / 17.41 %;404,11 â‚¬ / 10.00 %;-2 439,32 â‚¬ / -60.36 %
2017789;10005391400-03;002-59178;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;4962,7797851562;280;01/07/2016;05/04/2013;30/09/2018;2280811;Non;889,50 â‚¬ / 17.92 %;496,28 â‚¬ / 10.00 %;-2 970,61 â‚¬ / -59.86 %
2017789;10005391400-03;002-59128;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;4962,7797851562;280;01/07/2016;05/04/2013;30/09/2018;2280811;Non;889,50 â‚¬ / 17.92 %;496,28 â‚¬ / 10.00 %;-2 970,61 â‚¬ / -59.86 %
2017788;10005391400-04;002-59179;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;4962,7797851562;280;01/07/2016;05/04/2013;30/09/2018;2280811;Non;889,50 â‚¬ / 17.92 %;496,28 â‚¬ / 10.00 %;-2 970,61 â‚¬ / -59.86 %
2017788;10005391400-04;002-59128;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;4962,7797851562;280;01/07/2016;05/04/2013;30/09/2018;2280811;Non;889,50 â‚¬ / 17.92 %;496,28 â‚¬ / 10.00 %;-2 970,61 â‚¬ / -59.86 %
2017791;10005391400-05;002-59180;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;4962,7797851562;280;01/07/2016;15/04/2013;30/09/2018;2280811;Non;858,39 â‚¬ / 17.30 %;496,28 â‚¬ / 10.00 %;-3 002,45 â‚¬ / -60.50 %
2017791;10005391400-05;002-59128;INTERNE;C'PRO Groupe;CM CIC BAIL LOC ADOSSEE;Non;Oui;Non;Non;Non;21;4962,7797851562;280;01/07/2016;15/04/2013;30/09/2018;2280811;Non;858,39 â‚¬ / 17.30 %;496,28 â‚¬ / 10.00 %;-3 002,45 â‚¬ / -60.50 %
2017560;223164-D0;002-59920;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;22;15433,91015625;1093,2;01/07/2016;24/04/2013;31/12/2018;2282185;Non;7 819,17 â‚¬ / 50.66 %;1 852,07 â‚¬ / 12.00 %;2 838,84 â‚¬ / 18.39 %
2020089;V0093695;002-60107;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;22;6489,7998046875;357,7;01/07/2016;16/05/2013;31/12/2018;2283669;Non;651,93 â‚¬ / 10.05 %;778,78 â‚¬ / 12.00 %;-1 220,43 â‚¬ / -18.81 %
2017643;229202-DO;002-55761;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;22;5121,5;276,75;01/07/2016;16/05/2013;31/12/2018;2283670;Non;608,03 â‚¬ / 11.87 %;614,58 â‚¬ / 12.00 %;-130,34 â‚¬ / -2.54 %
2017701;220305-D0;002-59738;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;20;1052,4300537109;69,91;01/07/2016;02/05/2013;30/06/2018;2283785;Non;289,34 â‚¬ / 27.49 %;126,29 â‚¬ / 12.00 %;-386,96 â‚¬ / -36.77 %
2017737;220319-D0;002-59749;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;20;4027,3798828125;267,68;01/07/2016;17/05/2013;30/06/2018;2283791;Non;1 072,19 â‚¬ / 26.62 %;483,29 â‚¬ / 12.00 %;1 456,51 â‚¬ / 36.17 %
2017740;253302-D0;002-59747;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Oui;Non;Oui;20;6009,7700195312;330,75;01/07/2016;17/05/2013;30/06/2018;2283793;Non;158,57 â‚¬ / 2.64 %;721,17 â‚¬ / 12.00 %;-724,46 â‚¬ / -12.05 %
2019748;253294-D0;002-59735;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Oui;Non;Oui;Non;Non;20;6360,4399414062;11,4;01/07/2016;15/05/2013;30/06/2018;2283794;Non;-6 698,18 â‚¬ / -105.31 %;763,25 â‚¬ / 12.00 %;-3 362,35 â‚¬ / -52.86 %
2017807;224417-DO;002-59946;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Non;Non;Non;Oui;21;6926,66015625;927;01/07/2016;21/05/2013;30/09/2018;2284590;Non;12 070,78 â‚¬ / 174.27 %;692,67 â‚¬ / 10.00 %;798,76 â‚¬ / 11.53 %
3073653;291364-CO;003-42149;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;42038,078125;2366,31;01/07/2016;15/01/2013;30/06/2018;376 057 303 760 574;Non;4 861,60 â‚¬ / 11.56 %;5 044,57 â‚¬ / 12.00 %;-27 009,72 â‚¬ / -64.25 %
3073653;291364-CO;003-56487;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;42038,078125;2366,31;01/07/2016;15/01/2013;30/06/2018;3804800;Non;4 861,60 â‚¬ / 11.56 %;5 044,57 â‚¬ / 12.00 %;-27 009,72 â‚¬ / -64.25 %
3072103;250234FB0;003-46406;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Oui;Non;12;2005,8000488281;198,71;01/07/2016;01/04/2011;31/03/2014;377 277 303 772 828;Non;-29 900,63 â‚¬ / -1,490.71 %;200,58 â‚¬ / 10.00 %;-32 790,69 â‚¬ / -1,634.79 %
3072104;250234FB0-BIS6;003-46406;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Non;Non;Oui;Non;12;2005,8000488281;198,71;01/01/2016;01/04/2011;31/03/2014;377 277 303 772 828;Non;2 384,52 â‚¬ / 118.88 %;200,58 â‚¬ / 10.00 %;2 185,81 â‚¬ / 108.97 %
3072108;250234FB0-BIS4;003-46406;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Non;Non;Oui;Non;12;2005,8000488281;198,71;01/01/2016;01/04/2011;31/03/2014;377 277 303 772 828;Non;2 384,52 â‚¬ / 118.88 %;200,58 â‚¬ / 10.00 %;2 185,81 â‚¬ / 108.97 %
3072109;250234FB0-BIS5;003-46406;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Non;Non;Non;Oui;12;2355,3000488281;251,57;01/01/2016;01/04/2011;31/03/2014;377 277 303 772 828;Non;3 018,84 â‚¬ / 128.17 %;235,53 â‚¬ / 10.00 %;2 767,27 â‚¬ / 117.49 %
3072110;250234FB0-BIS7;003-46406;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Non;Non;Oui;Non;12;2235,6999511719;198,71;01/07/2016;01/04/2011;31/03/2014;377 277 303 772 828;Non;2 384,52 â‚¬ / 106.66 %;223,57 â‚¬ / 10.00 %;-27 409,69 â‚¬ / -1,226.00 %
3075477;CTR-027111/0002;003-51813;INTERNE;C'PRO Groupe;ACECOM;Oui;Oui;Non;Non;Non;21;859,1300048828;48,36;01/07/2016;03/02/2012;30/06/2017;3787677;Non;11,24 â‚¬ / 1.31 %;103,10 â‚¬ / 12.00 %;-841,92 â‚¬ / -98.00 %
3075419;CTR-027584/0002;003-48876;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;21;8754,8095703125;492,85;01/07/2016;16/03/2012;30/06/2017;3789707;Non;-117,98 â‚¬ / -1.35 %;1 050,58 â‚¬ / 12.00 %;-700,57 â‚¬ / -8.00 %
3076374;CTR-028075/0002;003-53651;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;22;11136,690429688;622,95;01/07/2016;16/05/2012;31/12/2017;3792999;Non;505,78 â‚¬ / 4.54 %;1 336,40 â‚¬ / 12.00 %;-5 303,17 â‚¬ / -47.62 %
3072921;244172FC0-48;003-52280;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;12;1667,0300292969;186;01/07/2016;01/04/2012;31/03/2015;3793045;Non;-98,75 â‚¬ / -5.92 %;166,70 â‚¬ / 10.00 %;458,40 â‚¬ / 27.50 %
3072932;244172FC0-59;003-52292;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;11;1720,8000488281;192;01/07/2016;22/05/2012;31/03/2015;3793048;Non;-125,42 â‚¬ / -7.29 %;172,08 â‚¬ / 10.00 %;548,40 â‚¬ / 31.87 %
3072928;244172FC0-18;003-52246;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Oui;Oui;Non;Oui;12;1667,0300292969;186;01/07/2016;01/04/2012;31/03/2015;3793060;Non;-98,75 â‚¬ / -5.92 %;166,70 â‚¬ / 10.00 %;308,60 â‚¬ / 18.51 %
3075343;CTR-028086/0002;003-53127;INTERNE;C'PRO Groupe;ACECOM;Oui;Non;Non;Non;Non;21;4525,2900390625;254,4;01/07/2016;23/05/2012;30/09/2017;3793061;Non;-4,62 â‚¬ / -0.10 %;543,03 â‚¬ / 12.00 %;-1 440,84 â‚¬ / -31.84 %
3072951;244172FC0-33;003-52263;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;11;1720,8000488281;192;09/05/2016;09/05/2012;08/02/2015;3793589;Non;-218,75 â‚¬ / -12.71 %;172,08 â‚¬ / 10.00 %;469,47 â‚¬ / 27.28 %
3072952;244172FC0-34;003-52264;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;12;1720,8000488281;192;01/07/2016;01/04/2012;30/06/2015;3793590;Non;86,32 â‚¬ / 5.02 %;172,08 â‚¬ / 10.00 %;469,47 â‚¬ / 27.28 %
3072954;244172FC0-49;003-52281;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;12;1667,0300292969;186;01/07/2016;01/04/2012;31/03/2015;3793594;Non;-98,75 â‚¬ / -5.92 %;166,70 â‚¬ / 10.00 %;458,40 â‚¬ / 27.50 %
3072957;244172FC0-39;003-52270;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;12;1667,0300292969;186;01/07/2016;01/04/2012;31/03/2015;3793608;Non;-98,75 â‚¬ / -5.92 %;166,70 â‚¬ / 10.00 %;458,40 â‚¬ / 27.50 %
3072962;244172FC0-29;003-52259;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;12;1720,8000488281;192;01/07/2016;01/04/2012;31/03/2015;3793615;Non;-26,75 â‚¬ / -1.55 %;172,08 â‚¬ / 10.00 %;548,40 â‚¬ / 31.87 %
3072963;244172FC0-14;003-52242;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Oui;Non;Non;12;1559,4799804688;174;01/07/2016;01/04/2012;31/03/2015;3793616;Non;-242,75 â‚¬ / -15.57 %;155,95 â‚¬ / 10.00 %;278,40 â‚¬ / 17.85 %
